question	answers	context
"The protagonist of The Wife of Sir Isaac Harman is Lady Harman, nĂŠe Ellen Sawbridge. The moral, emotional, and intellectual conflicts that this tall, sensitive, graceful woman confronts arise in the context of a loveless marriage with Sir Isaac Harman, a self-made man who has grown rich as the proprietor of International Bread and Cake Stores and Staminal Bread. Sir Isaac meets his future wife when she is only seventeen and still a student in a boardinghouse in Wimbledon; she marries him largely out of pity. But the marriage is not a happy one, despite great wealth and the birth of four children. Sir Isaac is inherently domineering, and in an age of Suffragettes he encounters a desire for greater freedom in his wife. The plot of the novel turns on Lady Harman's relationship with George Brumley (invariably ""Mr. Brumley"" in the text), a successful genteel novelist whose wife has died three and a half years earlier. Lady Harman meets Mr. Brumley because the Harmans buy his house, Black Strand, in the countryside outside London. Mr. Brumley falls in love with Lady Harman at first sight. His interest in her leads him and a number of acquaintances to pay Lady Harman a visit. This results is invitations to luncheons and committees for Lady Harman, and despite all his efforts the possessive Sir Isaac is unable to quell his wife's desire to accept. Through many twists and turns Mr. Brumley's attachment to Lady Harman increases until, after the death of Sir Isaac, he appears to win her love on the novel's conlcuding page. (This comes after she has definitively refused to marry him, and the reader is left uncertain whether her passionate kiss signifies that she has changed her mind on this question.)"	['Mr. Brumley']	Who does Lady Harman give a passionate kiss to?
"Tired of being rejected by the beautiful women he lusts after, Chuck Barris (Rockwell) moves to Manhattan to become an NBC page with dreams of becoming famous in television but is eventually fired. He moves back to Philadelphia and becomes Dick Clark's personal assistant on American Bandstand in 1961. He writes the successful song ""Palisades Park"" and becomes romantically involved with a woman named Penny Pacino (Barrymore). Chuck is given permission to pitch the concept for The Dating Game at the American Broadcasting Company (ABC); he receives $7,500 to create a television pilot for the studio. However, ABC abandons The Dating Game in favor of Hootenanny. One night after Barris is kicked out of a bar for fighting, he is approached by CIA agent Jim Byrd (Clooney), who recruits him as an assassin. Returning from a mission in Mexico, Barris finds that Penny has become a hippie. Meanwhile, ABC decides to greenlight The Dating Game, and by 1967 the TV show is a phenomenon. Barris takes another mission for the CIA in Helsinki, Finland, where he meets female operative Patricia Watson (Roberts). He finds more success back home when The Newlywed Game goes on air. He and Penny decide to move to Los Angeles into a house, but Barris is cautious of marriage, much to Penny's dismay. The journey in Barris's life is tied in to the story of Thomas Carlyle's main character in Sartor Resartus, Teufelsdrรถckh, and this parallel is referred to throughout the film. In 1970, Byrd convinces Barris to go on another mission in East Berlin to assassinate communist Hans Colbert (Norman Roy). Barris is introduced there to German-American agent Keeler (Rutger Hauer), whom he helps to murder Colbert. However, he is captured by the KGB and, after some weeks, freed during a West-East spies exchange. In 1976, in Los Angeles, Barris creates The Gong Show and becomes even more famous as its host; he is also criticized for lowering the general quality of television. Meanwhile, Keeler is murdered and Byrd warns Chuck of a mole in the agency. His TV shows are canceled due to poor ratings, and Penny threatens to leave him after catching him cheating on her. One night, Barris finds Byrd sitting atop the diving board of his backyard pool. Byrd reveals to Barris why he was chosen by the CIA to become an assassin: he is the son of a serial killer and has been raised during his infancy as a girl by his mother, so he ""fit the profile"". Barris threatens to kill Byrd, and the film cuts to a point soon after Byrd is killed, with Barris still pointing his gun at him. Faced with the unpleasant truth about himself, Barris begins to spiral out of control. After almost having a nervous breakdown on one of his shows, Barris shuts himself away in a New York City hotel. Penny manages to find him there and tries in vain to convince him to return to California to get married. Barris finally leaves his room and confronts Patricia in Boston. After a cup of coffee with her, Barris falls to the floor, seemingly poisoned. Patricia then reveals that she is the mole. However, Barris actually tricked Patricia into drinking from the poisoned cup, and he himself wasn't actually poisoned at all. After her death, he returns home and begins to write his autobiography, Confessions of a Dangerous Mind. He finally decides to marry Penny. At the end of the ceremony, he notices some of the people he previously killed among the crowd. Distraught, he confesses to her his double life as a CIA agent and assassin, but she merely laughs, assuming he is joking, and he decides not to correct her. In 2002, he prepares for an interview for the film adaptation of his autobiography."	['Palisades Park.', 'Palisades Park']	What is the name of the successful song Chuck writes?
"In 2035, Lunar Industries has made a fortune after an oil crisis by building Sarang Station, an automated lunar facility to mine the alternative fuel helium-3 from Moon rocks, rich in the material. The facility is fully automated, requiring only a single human to maintain operations, oversee the harvesters, and launch canisters bound for Earth containing the extracted helium-3. Currently, Sam Bell nears the end of his three-year work contract at Sarang Station. Chronic communication problems have disabled his live feed from Earth and limit him to occasional recorded messages from his wife Tess, who was pregnant with their daughter Eve when he left. His only companion is an artificial intelligence named GERTY, who assists with the base's automation and provides comfort for him. Two weeks before his return to Earth, Sam suffers from hallucinations of a teenage girl. One such image distracts him while he is out recovering a helium-3 canister from a harvester, causing him to crash his lunar rover into the harvester. Rapidly losing cabin air from the crash, Sam falls unconscious in the rover. Sam awakes in the base infirmary with no memory of the accident. He overhears GERTY receiving instructions from Lunar Industries to prevent him from leaving the base and to wait for the arrival of a rescue team. His suspicions aroused, he manufactures a fake problem to persuade GERTY to let him outside. He travels to the crashed rover, where he finds his unconscious doppelg채nger. He brings the double back to the base and tends to his injuries. The two Sams start to wonder if one is a clone of the other. After a heated argument and physical altercation, they together coerce GERTY into revealing that they are both clones of the original Sam Bell. GERTY activated the newest clone after the rover crash, and convinced him that he was at the beginning of his three-year contract. The two Sams search the facility, discovering a secret vault containing hundreds of hibernating clones. They determine that Lunar Industries is unethically using clones of the original Sam Bell to avoid the cost of new astronauts. The elder Sam drives past the interference radius in a second rover and tries to call Tess on Earth. He instead makes contact with Eve, now 15 years old, who says Tess died ""some years ago."" He hangs up when Eve tells her father (offscreen, identified as ""Original Sam"" in closed captioning) that someone is calling regarding Tess. The two Sams realize that the incoming ""rescue"" team will kill them both if they are found together. The newer Sam suggests sending the other to Earth in one of the helium-3 transports, but the older Sam, with his health declining, knows that he will not live much longer (he has learned that the clones are designed to ""break down"" at the end of the 3-year contract, their bodies disposed of under the guise of sending them back to Earth). He suggests the younger Sam leave instead. The older Sam plans to die by the crashed rover so Lunar Industries will not suspect anything until it is too late. The younger clone orders GERTY to revive a seventh clone to greet the rescuers. Following GERTY's advice, the younger Sam reboots GERTY to wipe its records of the events. Before leaving, the younger clone programs a harvester to crash and wreck a jamming antenna, thereby enabling live communications with Earth. The older Sam, back in the crippled rover, remains conscious long enough to watch the launch of the transport carrying the younger Sam to Earth. The transport arrives at Earth, and over the film's credits, news reports describe how Sam's testimony on Lunar Industries' activities has stirred up an enormous controversy, and the company's unethical practices have plummeted the company's stock."	['A teenage girl', 'a teenage girl']	What does Sam hallucinate 3 weeks before he was scheduled to leave the moon?
The tale begins with Tommy Brock, a badger, being entertained by old Mr. Bouncer, the father of Benjamin Bunny. Mr. Bouncer has been left to tend his grandchildren while his son and daughter-in-law Flopsy are away, but, after smoking a pipe of rabbit-tobacco, he falls asleep in Tommy's company. Tommy puts the bunnies in his sack and slips out. When the parents return, Benjamin sets off in pursuit of the thief. Benjamin finds and brings his cousin Peter Rabbit into the rescue venture, and the two discover Tommy has invaded one of Mr. Tod's homes. Mr. Tod, a fox, has multiple homes but keeps moving. Often Tommy lodges in his homes. Peeping through the bedroom window, the rabbits see Tommy asleep in Mr. Tod's bed, and, peeping through the kitchen window, they see the table set for a meal. They realise the bunnies are alive, but shut in the oven. They try to dig a tunnel into the house but hide when Mr. Tod suddenly arrives in a very bad temper, which has caused him to move house. The fox discovers the badger asleep in his bed, and originally plans to hit him, but decides against this due to the Badger's teeth. He decides to play a trick upon him involving a pail of water balanced on the overhead tester of the bed. Brock however is awake, escapes the trick, and makes tea for himself in the kitchen. Mr. Tod thinks the bucket has killed Tommy and decides to bury him in the tunnel the rabbits have dug, thinking Tommy dug it. When Mr. Tod discovers Tommy in the Kitchen and has tea thrown over him, a violent fight erupts that continues outdoors. The two roll away down the hill still fighting. Benjamin and Peter quickly gather the bunnies, and return home in triumph.	"[""He's a Badger."", 'is the badger who stole the bunnies']"	Who is Tommy Brock?
"""I am going to write down some of the history of Harry Penrose, because I do not think full justice has been done to him..."" The novel follows the career of a young officer, Harry Penrose, written from the viewpoint of a close friend who acts as narrator. A sensitive, educated young man, Penrose had enlisted in the ranks in 1914, immediately after completing his second year at Oxford. After six months in training he had been prevailed upon by his relatives – like most educated volunteers – to take a commission as an officer. Penrose slowly asserts himself; the war takes a toll on his personality, but he begins to live up to his early dreams of heroism. However, his creeping self-doubt grows by degrees; he is reassigned from his post as scouting officer once on the Somme, knowing he cannot face another night patrol, and earns the wrath of his commanding officer – an irascible Regular colonel – over a trivial incident. The colonel piles difficult, risky work on him – remarking to the narrator that ""Master Penrose can go on with [leading ration parties] until he learns to do them properly"" – and Penrose submits, working doggedly to try to keep from cracking. After a long period of this treatment, by the winter of 1916, Penrose's spirit is worn down; when the narrator is invalided home with an injury in February 1917, his last support is gone. He is wounded in May at Arras – a friend remarking in a letter that ""you'd have said he wanted to be killed"" – and they meet again in London in November. Penrose has been offered a safe job in military intelligence; he comes within a moment of taking it, but at the last minute resolves to return to France. Returning to his battalion, he is detailed for a party to the front line by the colonel within an hour; when the narrator arrives six weeks later, he discovers Penrose is under arrest for cowardice in the face of the enemy. It transpired that each time the party advanced, it had to break for the ditches to avoid shellfire, then regroup and move further; after some time, Penrose decided to fall back and wait under cover for the shelling to halt. Seeing a dugout down the road, they make a run for it under shellfire – to find it occupied by a senior officer, himself sheltering from the shelling, who promptly reports that ""he had seen the officer in charge and some of the party running down the road – demoralized"" and is ordered to arrest him and return. Penrose is court-martialled on these charges, and convicted; the court's recommendation for mercy is ignored, and he is shot one morning, a week later, by a party of men from his own company. Penrose is presented in a glowing light throughout – ""never anything but modest and dutiful; he always tries his best to do his bit"" – but, ultimately, is failed by the system. He faces his trial honestly, without pleading circumstances (""The real charge was that I'd lost my nerve – and I had. And I didn't want to wangle out of it like that"") but it is clear that whilst he is strictly guilty of the charge (""on the only facts they had succeeded in discovering it could hardly have been anything else"") justice, by any sense of the word, had not been done to him. ""...[and] that is all I have tried to do. This book is not an attack on any person, on the death penalty, or on anything else, though if it makes people think about these things, so much the better. I think I believe in the death penalty – I do not know. But I did not believe in Harry being shot. That is the gist of it; that my friend Harry was shot for cowardice – and he was one of the bravest men I ever knew."""	['1914']	In what year did Penrose enlist?
"In 1989, seventeen-year-old Mike O'Donnell (Zac Efron) learns during the start of his high school championship basketball game that his girlfriend Scarlet Porter (Allison Miller) is pregnant. Moments after the game begins, he leaves the game and goes after Scarlet, abandoning his hopes of going to college and becoming a professional basketball player. Two decades later, Mike (Matthew Perry), now thirty-seven years old, finds his life stalled. Scarlet (Leslie Mann), now his wife and mother of their two children, has separated from him due to his blaming her for his regrets about abandoning his future, forcing him to move in with his geeky, yet extremely wealthy, best friend since high school, Ned Gold (Thomas Lennon). At his job, there comes another reason for his frustration: due to his lack of higher education and since he is significantly older than most of his co-workers, he is passed over for a promotion he deserves in favor of a much younger worker. He quits his job and his high school-age children, seventeen-year-old Maggie (Michelle Trachtenberg) and sixteen-year-old Alex (Sterling Knight) want nothing to do with him. Later, while visiting his high school to reminisce, an encounter with a mysterious janitor (Brian Doyle-Murray) transforms Mike back into his seventeen-year-old self. Mike then enrolls in high school posing as Mark Gold, Ned's son, and plans to go to college with a basketball scholarship. As he befriends his bullied son and discovers that his daughter has a boyfriend, Stan (Hunter Parrish), who does not respect her and frequently torments Alex, Mike comes to believe that his mission is to help them. He meets Stan, the captain of the basketball team, and embarrasses him in front of the whole school after Stan insults Alex. Later, in Sex Education class while the teacher is handing out condoms to the students in a basket, Stan turns to Mike and refuses to give him any, saying that he does not need them, causing quiet laughter among the class. Mike then makes a speech about love and sex in front of the whole class for Maggie's benefit, causing all of the girls to give back their condoms. Stan then takes the condoms claiming that he is stocked up for the weekend and kisses Maggie passionately. Because of this, Mike loses his temper and starts a fight with Stan on the floor, which is being taped by other students and eventually goes viral within a matter of minutes. Mike loses the fight and Ned is called up to the school. Mike comforts Maggie when Stan dumps her after she refuses to sleep with him. With Mike's help, Alex overcomes Stan's bullying to obtain a place with Mike on the basketball team and the girlfriend he desires. Through their children, Mike spends time with Scarlet, who is attracted to his remarkable resemblance to her husband in high school. Mike has difficulty resisting his desire for her despite the relationship's clear inappropriateness. Mostly Scarlett usually turns down his attractions, because of his youthful appearances. At the same time, he must fend off Maggie's sexual advances. Mike soon realizes that Scarlet is the best thing that ever happened to him and finally realizes that his own selfishness has driven his family away. He tries to re-unite with her, briefly forgetting his young form and kisses her during a party, in front of Maggie and other girls, and unsuccessfully explains to her that he is actually her husband. On the day of the court hearing to finalize Scarlet and Mike's divorce, Mike makes one last attempt to win her back (as Mark) by reading a supposed letter from Mike. He states that although he couldn't set things right in the beginning of his life, it doesn't extinguish the fact that he still loves her. He also explains that even though he still wants to be with her, he should let her move on. After he exits, Scarlet notices that the ""letter"" is actually the directions to the courtroom and she begins to grow curious. As a result, she postpones the divorce by a month. During a high school basketball game, Mike reveals himself to Scarlet. As Scarlet once again runs away down the hall, Mike decides to chase her down once more, but not before handing the ball off to his son. Mike is then transformed back into his thirty-seven-year-old self, and reunites with Scarlet. The film ends with Mike receiving the gift of a whistle from Ned in celebration of his new job as the high school's basketball coach after Coach Murphy."	['Because Stan kisses Maggie.', 'Because Stan kisses Maggie and makes rude remarks']	Why does Mike lose his temper in Sex Ed?
"It is written in the style of a diary kept by the first woman in the biblical creation story, Eve, and is claimed to be ""translated from the original MS."" The ""plot"" of this story is the first-person account of Eve from her creation up to her burial by, her mate Adam, including meeting and getting to know Adam, and exploring the world around her, Eden. The story then jumps 40 years into the future after the Fall and expulsion from Eden. It is one of a series of books Twain wrote concerning the story of Adam and Eve, including Extracts from Adam's Diary, 'That Day In Eden,' 'Eve Speaks,' 'Adam's Soliloquy,' and the 'Autobiography of Eve.' Eve's Diary has a lighter tone than the others in the series, as Eve has a strong appreciation for beauty and love. The book may have been written as a posthumous love-letter to Mark Twain's wife Olivia Langdon Clemens, or Livy, who died in June 1904, just before the story was written. Mark Twain is quoted as saying, ""Eve's Diary is finished â I've been waiting for her to speak, but she doesn't say anything more."" The story ends with Adam's speaking at Eve's grave, ""Wherever she was, there was Eden."""	"[""Eve's grave."", 'After the fall and expulsion from Eden.']"	Where did the story pick up after it jumped into the future?
In the middle of the night Trojan guards on the lookout for suspicious enemy activity sight bright fires in the Greek camp. They promptly inform Hector, who almost issues a general call to arms before Aeneas makes him see how ill-advised this would be. Their best bet, Aeneas argues, would be to send someone to spy on the Greek camp and see what the enemy is up to. Dolon volunteers to spy on the Greeks in exchange for Achilles's horses when the war is won. Hector accepts the deal and sends him out. Dolon leaves wearing the skin of a wolf, and plans on deceiving the Greeks by walking on all fours. Rhesus, the neighboring king of Thrace, arrives to assist the Trojans soon after Dolon sets out. Hector berates him for coming so many years late, but decides better late than never. Rhesus says he intended on coming in the beginning, but was sidetracked defending his own land from an attack by Scythians. Meanwhile, on their way into the Trojan encampment, Odysseus and Diomedes run into Dolon and kill him. When they reach the encampment with the intention of killing Hector, Athena guides them to Rhesus' sleeping quarters instead, pointing out that they are not destined to kill Hector. Diomedes slays Rhesus and others while Odysseus takes his prized horses before making their escape. Rumors spread from Rhesus' men that it was an inside job, and that Hector was responsible. Hector arrives to cast blame on the sentinels for, due to the sly tactics, the guilty party could only be Odysseus. The mother of Rhesus, one of the nine muses, then arrives and lays blame on all those responsible: Odysseus, Diomedes, and Athena. She also announces the imminent resurrection of Rhesus, who will become immortal but will be sent to live in an underground cave. This short play is most notable in comparison with the Iliad. The part with Dolon is pushed to the background, and much more is revealed about Rhesus and the reactions of the Trojans to his murder.	['bright fires', 'They saw bright fire']	What does the Trojan guards saw on the Greek camp while they where doing their duty?
Freddy Krueger is rendered powerless in Hell with Springwood forgetting him. Disguising as Pamela Voorhees, Freddy manipulates Jason Voorhees into killing Springwood teenagers to regain strength. Lori Campbell lives with her widowed father, with friends Kia, Gibb, Trey, and Blake staying over. That night, Jason stabs Trey and folds him in half, with police suspecting Freddy. Following a nightmare, Blake awakens to his beheaded father before Jason kills him. The next day, police state it to be a murder-suicide, hoping to contain Freddy. Lori's ex-boyfriend Will Rollins and friend Mark Davis are Westin Hills Psychiatric Hospital patients. They take Hypnocil to suppress dreams, due to them having the last contact with Freddy. A news report leads Mark to devise an escape plan. He and Will return to Springwood to tell Lori about Freddy. Mark later learns of the city's plan to eradicate Freddy and realizes they've nullified it. That night, Lori and the others attend a rave at a cornfield. A drunken Gibb believes she sees Trey and follows him to a silo - a dream trap set by Freddy. However, Jason kills her. Dismayed, Freddy realizes Jason's rampage will continue and deny Freddy victims. Linderman and stoner Freeburg escape the rave along with Lori, and Kia. Lori confronts her father about her mother's death, lying to him. She and Will go to Mark's house, only to discover Freddy attacking Mark. Deputy Stubbs suspects a copycat Jason murderer, but his suspicions fall short. He approaches Lori and her friends, who piece together Freddy's plan. Learning of Hypnocil, they steal stock from Westin Hills, but Freddy possesses Freeburg and disposes of them. After electrocuting Stubbs, Jason is tranquilized by possessed-Freeburg, whom Jason bisects before losing consciousness. The teens devise a plan to pull Freddy from the dream world into reality and force him to fight Jason. They take the unconscious Jason to Crystal Lake. Meanwhile, Freddy battles Jason in the dream world. He pulls him into a nightmare of him drowning as a child, learning his fear of water. Lori retrieves Freddy but he attacks her, revealing himself as her mother's killer. Jason awakens and chases the others into a cabin. Linderman is mortally wounded and dies, the cabin ignites, and Lori is awakened, pulling Freddy into real life. Jason fights Freddy while they escape, throwing Freddy through another cabin's roof. Lori, Will and Kia encounter Freddy. Kia distracts Freddy by taunting him until Jason suddenly kills her. As Lori and Will escape, the two begin to fight. The group attempt to ram a minecart into them, but both are knocked to the boardwalk. There, Jason tears Freddy's arm off while he stabs Jason's eyes. Lori and Will ignite propane tanks that blow Freddy and Jason into the lake. Freddy climbs out, but Jason impales Freddy with his own arm and Lori decapitates Freddy before Jason collapses. Finally at peace, Lori and Will leave Crystal Lake together. However, Jason emerges holding Freddy's severed head, who winks at the audience and laughs.	['Trey']	While at the rave who does Gibb thinks she sees?
Married to Margaret Brandt, Gerard sets off to Rome from Holland in order to escape the persecution of a vicious burgomaster as well as to earn money for the support of his family. Margaret awaits his return in Holland and in the meantime gives birth to his son. As Gerard is the favourite with his parents, his two lazy and jealous brothers decide to divert him from Holland and receive a larger share of fortune after their parents' death. They compose and dispatch a letter to Gerard informing him falsely that Margaret has died. Gerard believes the news and, stricken by grief, gives himself to a dissolute life and even attempts a suicide. After being saved from death by chance, he takes vows and becomes a Dominican friar. Later Gerard preaches throughout Europe and, while in Holland, discovers that Margaret is alive. He is afraid of temptation and in order to shun Margaret becomes a hermit. Margaret discovers Gerard's hiding place and convinces him to come back to normal life in which he becomes a vicar of a small town. Gerard and Margaret no longer live as a man and wife, but nevertheless see each other several times a week. A few years pass, Gerard's son grows up and is sent to a private school. Later, having heard that plague breaks out at the school, Margaret rushes to rescue her son, but contracts the disease herself and dies shortly afterwards. Gerard takes her demise painfully, renounces his vicarship and dies in a few weeks. The author of The Cloister and the Hearth, at the end of this story, reveals that Margaret's and Gerard's son, also named Gerard, became the great Catholic scholar and Humanist, Erasmus of Rotterdam, a major historical figure. Indeed, little is actually known about Erasmus' actual parentage (apparently illegitimate), though his parents were in reality named Margaret Roger and Gerard. Reade was apparently using his imagination to fill in some historical gaps in Erasmus' background. The Cloister and the Hearth can easily be read as anti-Catholic, as it presents Catholic discipline regarding the celibate priesthood as an unsympathetic obstacle preventing Margaret's and Gerard's love from continuing to be consummated.	['He becomes a hermit.', 'He takes vows and becomes a friar']	What does Gerard do after attempting suicide?
"A nameless narrator goes to Venice to find Juliana Bordereau, an old lover of Jeffrey Aspern, a famous and now dead American poet. The narrator presents himself to the old woman as a prospective lodger and is prepared to court her niece Miss Tita (renamed Miss Tina in later editions), a plain, somewhat naive spinster, in hopes of getting a look at some of Aspern's letters and other papers kept by Juliana. Miss Tita had denied the existence of any such papers in a letter to the narrator and his publishing partner, but he believes she was dissembling on instructions from Juliana. The narrator eventually discloses his intentions to Miss Tita, who promises to help him. Later, Juliana offers to sell a portrait miniature of Aspern to the narrator for an exorbitant price. She doesn't mention Jeffrey Aspern's name, but the narrator still believes she possesses some of his letters. When the old woman falls ill, the narrator ventures into her room and gets caught by Juliana as he is about to rifle her desk for the letters. Juliana calls the narrator a ""publishing scoundrel"" and collapses. The narrator flees, and when he returns some days later, he discovers that Juliana has died. Miss Tita hints that he can have the Aspern letters if he marries her. Again, the narrator flees. At first he feels he can never accept the proposal, but gradually he begins to change his mind. When he returns to see Miss Tita, she bids him farewell and tells him that she has burned all the letters one by one. The narrator never sees the precious papers, but he does send Miss Tita some money for the miniature portrait of Aspern that she gives him."	['A publishing scoundrel.', 'a publishing scoundrel']	What does Juliana call the narrator before collapsing?
"Banzai (Peter Weller) prepares to test his Jet Car, a modified Ford F-350 pickup truck powered by a jet engine and capable of exceeding the speed of sound. The car is also equipped with a secret device called an ""oscillation overthruster"", which Banzai and his associates hope will allow it to drive through solid matter. The test is a success: Banzai stuns onlookers by driving the Jet Car directly through a mountain. Emerging on the other side, Banzai finds that an alien organism has attached itself to the undercarriage. Hearing of Banzai's success, physicist Dr. Emilio Lizardo (John Lithgow) breaks out of the Trenton Home for the Criminally Insane, after being held there for 50 years. A flashback shows Banzai's mentor, Dr. Hikita (Robert Ito), was present at Lizardo's failed overthruster experiment in 1938. Crashing half through the target wall, Lizardo had been briefly trapped in the 8th dimension where his mind was taken over by Lord John Whorfin. Whorfin is the leader of the Red Lectroids, a race of alien reptiles who wage war against Planet 10. After being defeated by the less-aggressive Black Lectroids, Whorfin and his group were banished into the eighth dimension. Lizardo's failed experiment accidentally released Whorfin and he soon brings many of the Red Lectroids to Earth in an incident that was reported in 1938 by Orson Welles in his radio broadcast The War of the Worlds, only to be forced by the aliens to retract it all as fiction. The Red Lectroids now pose as employees of the defense contracting company named Yoyodyne Propulsion Systems. They have been working on building a large spacecraft under the guise of a United States Air Force program, the Truncheon bomber. They intend to rescue the remaining 8th dimension exiles and take over Planet 10. They were unable to produce a working overthruster like Banzai's, so Whorfin plans to steal it. Banzai's team, the Hong Kong Cavaliers, finds out about Yoyodyne and hacks into their computer. They discover that everyone there has the first name John, with various last names such as Yaya, Smallberries and BigbootĂŠ. At first they believe it to be a joke, but then they notice all the Yoyodyne employees applied for Social Security cards on November 1, 1938 and all in the same town: Grover's Mill, New Jersey. In the meantime, a Black Lectroid spacecraft orbiting Earth contacts Banzai, giving him an electric shock that enables him to see through Lectroids' camouflage. (Black Lectroids appear to be Rastafarian Jamaicans, while Red Lectroids appear to be Caucasians.) The ship also sends a ""thermo-pod"" to Earth, with a holographic message from the Black Lectroids' leader, John Emdall (Rosalind Cash), explaining Lord Whorfin's motives and giving an ultimatum: stop Whorfin and his army or else the Black Lectroids will protect themselves by staging a fake nuclear attack, causing the start of World War III. With help from the Black Lectroid messenger John Parker, Banzai and the Hong Kong Cavaliers, a collection of civilian volunteers named ""The Blue Blaze Irregulars"" and a young woman named Penny Priddy (Ellen Barkin), a long-lost twin sister of Buckaroo's late wife, Buckaroo succeeds in his mission, destroying the Red Lectroids and saving Earth. The end credits announce an unproduced sequel Buckaroo Banzai Against the World Crime League."	['For 50 years.', '50 YEARS']	HOW LONG WAS DR.EMILIO LIZARDO LOCKED UP IN THE TRENTON HOME FOR THE CRIMINALLY INSANE?
"A popular Miami area high school guidance counselor, Sam Lombardo, is accused of rape by two female students, the wealthy and popular Kelly Van Ryan and poor outcast Suzie Toller, and hires lawyer Kenneth Bowden to defend him. At trial, Suzie admits that she and Kelly had made everything up to get revenge on Lombardo: Suzie for him failing to bail her out of jail on a minor drug charge and Kelly for him having an affair with her mother, Sandra. Kelly's mother is humiliated by the scandal, and Lombardo and Bowden negotiate an $8.5 million settlement for defamation. In reality, Lombardo and the two girls were accomplices who used the trial as a way to get money from Kelly's wealthy family. To celebrate their success, the three accomplices have sex. Police detective Ray Duquette, against the wishes of the district attorney's office, continues to investigate Lombardo. He suspects the trio are working a scam, telling both Kelly and Suzie that Lombardo has already transferred the money to an off-shore account. Suzie panics and goes to Kelly for help. Kelly assures Suzie that they can trust each other, but separately tells Lombardo over the phone that they may have to get rid of Suzie. Suzie overhears and attacks Kelly in the pool. Both girls fight, but eventually end up having sex in the pool, all witnessed by Duquette, still investigating the trio. A few nights later, Lombardo and Kelly take Suzie to the beach and he kills her while Kelly waits nearby. After wrapping the body in plastic, they throw it in the trunk of the car and drive out to the swamp, where Lombardo disposes of it. Duquette and his partner, Gloria, are called in to investigate Suzie's disappearance. Her blood and teeth are found at the beach while her car is found at a bus terminal. The D.A.'s office again insists that he drop the case, but Duquette asks his partner to watch Lombardo. Lombardo confronts Gloria and invites her in to read his school files on Kelly. She discovers that Kelly is a deeply troubled and violent girl made worse by the suicide of her father. Meanwhile, Duquette goes to Kelly's house to confront her. When he arrives, Kelly attacks him, shooting him in the arm. Duquette is left with no choice but to kill her in self-defense. No charges are filed against Duquette, but he is dismissed from the force for disobeying orders. Sam returns to his beach bungalow to find Duquette taking a shower. They were partners, setting everyone up so they could split the money just two ways. Although Lombardo is not pleased that Duquette killed Kelly instead of framing her as originally planned, he agrees that they now have fewer loose ends. The two agree to go fishing on Lombardo's sailboat, where Lombardo tries to eliminate Duquette. When Duquette fights back, he is shot and killed by a very much alive Suzie. She kills Duquette as revenge for killing her friend Davie, and for arresting her on a drug charge when he realized that she had witnessed the murder (the arrest from which Lombardo had not bailed her out). Suzie then poisons Lombardo's drink and knocks him overboard, so his body won't be found. An ending sequence features a number of quick scenes that fill in details of the backstory. These scenes reveal that Suzie has a genius I.Q., near 200, and was the ultimate architect of the entire plot. She now has control of all of the settlement money and has taken her revenge on both Lombardo and Duquette. She had been sleeping with Lombardo yet could not get him to bail her out, had discovered that Lombardo and Kelly were now sleeping together, and used it to pull him into her plot, starting with having him befriend Duquette. As for Kelly's death, she had not attacked Duquette as he had claimed. In reality, she tried to escape the guest house when he entered. He shot her dead, broke into her gun case and used her hand to shoot himself in the shoulder. In a final scene Bowden meets with Suzie, whose financial affairs he is handling. She kisses him on the cheek and as she walks off, Bowden tells her to ""be good""."	['High School guidance counselor.', 'Guidance counselor.']	What is Sam Lombardo's profession?
