question	answers	context
Barbara Lang paints a barrier around her living room to protect her telekinetic daughter, Rachel, from the devil. Barbara is soon institutionalized for schizophrenia. Years later Rachel, living with foster parents, talks with her best friend Lisa, who has lost her virginity to Eric, a football player. The football players have a game where they sleep with girls and receive points, revealing Eric never cared for Lisa. After Eric rejects her, Lisa commits suicide. Rachel discovers a photo of Lisa and Eric. She tells school counselor Sue Snell and Sheriff Kelton that Lisa and Eric slept together. Kelton looks into charging Eric with statutory rape. Walter, Rachel's dog, is struck by a car, but Rachel flags down Jesse as he drives past. After taking Walter to an animal hospital, they get coffee. Learning that Rachel gave Kelton the photograph, Eric, Mark, and several other football players attempt to intimidate her into not talking. They become victims of her powers and flee when her foster parents arrive. Sue meets with Rachel. When Sue asks about moving objects with her mind, Rachel screams, and a snow globe on Sue's desk shatters; Sue realizes Rachel is telekinetic. Sue brings Rachel to the original high school where the disaster took place years before and tells Rachel that Barbara revealed to her that Rachel and Carrie White had the same father; to protect her, she did not tell Rachel. Rachel does not believe her. Jesse pursues Rachel, angering popular cheerleader Tracy. Jesse convinces Rachel he was unaware of her attack, and Rachel agrees to date him. The Senior D.A. covers up the statutory rape because of the political influence of the families of the players. Encouraged, Mark plots to humiliate Rachel for what she did to Eric. He apologizes to Jesse and offers his parents' cabin so Jesse can spend the night with Rachel. The two share a romantic evening, and Rachel loses her virginity, both unaware that a hidden video camera is filming them. After a football game, one of the players, Brad, and his girlfriend Monica invite Rachel to a party at Mark's. She leaves with Monica, while Jesse is sidetracked by Tracy, who attempts to seduce him. Rachel is with Jesse's friends when the football players reveal their sex game and claim that Rachel was added to Jesse's list, making Rachel believe Jesse never cared for her. They also play the videotape and abuse her. As it triggers Rachel's telekinesis, she closes the doors and kills most of the party-goers, including Deborah and Chuck. Sue takes Barbara from the mental hospital and goes to Mark's house. As Sue peers in the door, Rachel kills both Sue (unknowingly) and Brad. Rachel later kills Monica and Eric when they try to stop her with Spear guns. While distracted by her mother's voice, Marks, in an attempt to stop her, shoots Rachel with a flare gun as she falls into a pool, causing a sensor to extend the cover. When Mark makes the mistake of checking the pool, the injured Rachel pulls Mark into the pool, and, with the cover fully extended, uses his spear gun to free herself while he drowns. When Barbara sees Rachel's current state, she believes Rachel is possessed and flees. Rachel prays for help to die. Jesse and Tracy find the house in flames and their friends dead. When Rachel sees Tracy, she kills her without hesitation. The videotape of Rachel and Jesse is still playing; when he sees it Jesse tells her he did not know they were taped. Rachel calls him a liar as a notebook hits him, opening to the score page. Jesse says he loves her, but she does not believe him until she hears him say it on the videotape, realizing he told the truth. When the ceiling collapses over Jesse's head, Rachel pushes him out of the way and is pinned. She tells him she loves him, and they kiss. Rachel pushes him out of the house before allowing herself to be consumed by the flames. A year later, Jesse is at King's University, sharing his room with Rachel's dog, Walter, which he kept as a memory of Rachel. He is haunted by what has happened.	['The counsler', 'Sue Snell is the school counselor.']	Who is Sue Snell?
"The plot revolves around Sylvia Barrett, an idealistic English language teacher at an inner-city high school who hopes to nurture her students' interest in classic literature (especially Chaucer and writing). She quickly becomes discouraged during her first year of teaching, frustrated by bureaucracy, the indifference of her students, and the incompetence of many of her colleagues. The title of the book is taken from a memo telling her why a student was being punished: he had gone ""up the down staircase"". She decides to leave the public school (government funded) system to work in a smaller private setting. She changes her mind, though, when she realizes that she has, indeed, touched the lives of her students. The novel is epistolary; aside from opening and closing chapters consisting entirely of dialogue the story is told through memos from the office, fragments of notes dropped in the trash can, essays handed in to be graded, lesson plans, suggestions dropped in the class suggestion box, and most often by inter-classroom notes that are a dialogue between Sylvia and an older teacher. Sylvia also writes letters to a friend from college who chose to get married and start a family rather than pursuing a career. The letters serve as a recap and summary of key events in the book, and offer a portrait of women's roles and responsibilities in American society in the mid-1960s. An inter-classroom note in which the older teacher is translating the jargon of the memos from the office includes the memorable epigram ""'Let it be a challenge to you' means you're stuck with it."" Calling a trash can a circular file comes from the same memo: ""'Keep on file in numerical order' means throw in waste-basket."""	['because he went up the wrong staircase', 'He went up the down staircase.']	Why was the student being punished for using the stairs?
"Bartleby (Affleck) and Loki (Damon) are fallen angels, banished for eternity from Heaven to Wisconsin for insubordination after an inebriated Loki (with Bartleby's encouragement) resigned as the Angel of Death. A newspaper article arrives by mail, in an envelope with no return address: The trendy Cardinal Glick (Carlin) has announced that he is rededicating his cathedral in Red Bank, New Jersey in the image of the ""Buddy Christ"". Anyone entering the cathedral during the rededication festivities will receive a plenary indulgence; all punishment for sin will be remitted, permitting direct entry into Heaven. They receive encouragement from an unexpected source: Azrael (Lee), a demon, once a Muse, also banished from Heaven (for refusing to take sides in the battle between God and Lucifer); and the Stygian Triplets (Barret Hackney, Jared Pfennigwerth, and Kitao Sakurai), three teenage hoodlums who serve Azrael in Hell. Bethany Sloane (Fiorentino)—a depressed, infertile, divorced abortion clinic employee—attends a service at her church in Illinois. Donations are being solicited to help a hospitalized, comatose homeless man—known only as John Doe Jersey (Cort)—who was beaten senseless outside a skee ball arcade in New Jersey by the Triplets. Later that day, Metatron (Rickman)—the Voice of God—appears to Bethany in a pillar of fire and declares that she is the last relative of Jesus Christ. He explains that Bartleby and Loki cannot be allowed to succeed: By re-entering Heaven, they would be overruling the word of God, thereby disproving the fundamental concept of God's omnipotence, and nullifying all of existence. She, together with two prophets who will appear to her, must stop the angels and save the universe. Now a target, Bethany is attacked by the Triplets, and is rescued by the two foretold prophets—drug-dealing stoners named Jay and Silent Bob (Mewes and Smith). Azrael then summons a Golgothan (a vile creature made of human excrement) to find and kill Bethany, but Silent Bob immobilizes it with aerosol deodorant. Other allies in Bethany's mission are Rufus (Rock), the thirteenth apostle (never mentioned in the Bible, he says, because he is black), and Serendipity (Hayek), the fickle Muse of creative inspiration, now working in a strip club in search of inspiration of her own. On a train to New Jersey, a drunken Bethany reveals her mission to Bartleby, who tries to kill her; a melee ensues, and Silent Bob throws the angels off the train. Bartleby and Loki now realize the potential consequences of their scheme; and while Loki wants no part of destroying all existence, Bartleby remains angry at God for his expulsion—and for granting free will to humans while demanding servitude of angels—and to Loki's horror, resolves to proceed. Bethany and her allies discuss the situation: Who told the angels about Glick's plenary indulgence in the first place, and why has God not intervened? Metatron explains that God's whereabouts are unknown; he disappeared while visiting New Jersey in human form to play skee ball. At the cathedral, the group attempts in vain to persuade Cardinal Glick to cancel the celebration; Jay angrily steals Glick's golf club. At a nearby bar, Azrael captures Bethany and her protectors and reveals that he sent the anonymous news clipping to the angels—he would rather not exist at all than spend eternity in Hell. Silent Bob kills Azrael with Glick's blessed golf club. Serendipity tells Bethany to bless the bar sink, turning its contents to holy water, and Jay, Rufus and Serendipity drown the Triplets in it. Bartleby and Loki reach the cathedral; Bartleby kills all the celebrants, and when Loki attempts to stop him he tears off Loki's wings, making him mortal. When the protectors block Bartleby's entry into the church, Bartleby kills Loki and fights off Rufus, Serendipity and Bob, but as he flees, Jay shoots off his wings with a machine gun. During his latest of several attempts to seduce Bethany, Jay mentions John Doe Jersey. Realizing that the homeless man is the mortal form that God assumed, Bethany and Bob race to the hospital. Bethany disconnects John Doe's life support, liberating God, but killing herself. As Bartleby again attempts to enter the cathedral, God manifests before him as a woman (Morissette), and kills him with the power of her voice. When Bob arrives with Bethany's lifeless body, God resurrects her and conceives a child within her womb. God, Metatron, Rufus, and Serendipity return to Heaven, leaving Bethany and the two prophets to reflect on what has happened."	['a comatose homeless man', 'Donations for a beaten homeless man John Doe Jersey']	Who are donations being solicited for at an Illinois church?
The novel concerns people with incurable injuries and defects (biocompensators) who volunteer for the first interstellar flight.Turned down by the medical authorities, they are refused after they steal a ship to plead their case directly to the people of Earth. Returning to their asteroid hospital, they rig a working gravity drive and escape from the solar system. They head towards the Centauri system, solving problems such as overcoming a limited supply of needed pharmaceuticals and improving the drive. Earth sends out a ship, the Star Victory with a better version of the new drive in a bid to beat them there, on the theory that any aliens they encounter might make the mistake of thinking of them as normal humans. The Victory does beat them by a few days, arriving a year after they left, but they settle on a Mars-like planet near Alpha Centauri, before the Victory makes contact with butterfly-like aliens on a methane gas giant in the Proxima Centauri system. The aliens are somewhat similar in technology, but lacking a reliable gravity drive. They want a reasonable sampling of humans to study, but the crew of the Victory are all specialists and they are not welcome. The victory leaves the system to the Accidentals, promising to return, someday.	['In an asteroid belt in our galaxy.', 'on an asteroid']	Before their interstellar journey, where do the biocompensators live?
"At a fairground in rural Northern Ireland, Provisional IRA volunteer Fergus (Stephen Rea) and a unit of other IRA members, including a woman named Jude (Miranda Richardson) and led by Maguire (Adrian Dunbar), kidnap Jody (Forest Whitaker), a black British soldier, after Jude lures him to a secluded area with the promise of sex. The IRA demands the release of jailed IRA members, threatening to execute Jody in three days if their demands are not met. Fergus is tasked to guard Jody and develops a bond with the prisoner, much to the chagrin of the other IRA men. During this time, Jody tells Fergus the story of the Scorpion and the Frog. Jody persuades Fergus to promise to seek out his girlfriend Dil (Jaye Davidson) in London should Jody be killed. The deadline set by Jody's captors passes and with none of the IRA's demands being met, Jody is to be executed. When Fergus takes him into the woods to carry out the sentence, Jody makes a break for it. Fergus cannot bring himself to shoot the fleeing Jody in the back, but Jody is accidentally run over and killed by a British Saracen armoured personnel carrier as they move in to assault the IRA safe-house. With his IRA companions seemingly dead after the attack, Fergus flees to London, where he takes a job as a day labourer, using the alias ""Jimmy"". A few months later, Fergus finds Dil at a hair salon. Later they talk in a bar, where he sees her singing ""The Crying Game"". Fergus suffers from guilt about Jody's death and sees him in his dreams bowling a cricket ball to him. He pursues Dil, protecting her from an obsessive suitor and falling in love with her. Later, when he is about to make love to her in her apartment, he discovers that she is transgender. His initial reaction is of revulsion. Rushing to the bathroom to throw up, he accidentally hits Dil in the face. A few days later, he leaves her a note and the two make up. Despite everything, Fergus is still attracted to Dil. Around the same time, Jude unexpectedly reappears in Fergus' apartment. She tells him that the IRA tried and convicted him in absentia, and she forces him to agree to help with a new mission to aid in assassinating a judge. She also mentions that she knows about Fergus and Dil, warning him that the IRA will kill her if Fergus does not co-operate. Fergus, unable to overcome his feelings for Dil, continues to woo her. To shield her from possible retribution, he gives her a haircut and menswear as a disguise. The night before the IRA mission is to be carried out, Dil gets heavily drunk and Fergus escorts her to her apartment, where she asks him to stay with her. Fergus complies, then admits he had an indirect hand in Jody's death. Dil, drunk, appears not to understand, but in the morning, before Fergus wakes up, Dil ties him to the bed. She unwittingly prevents Fergus from joining the other IRA members and completing the planned assassination. Holding Fergus at gunpoint, Dil forces him to tell her that he loves her and will never leave her. She unties him, saying that, even if he is lying, it is nice to hear his words. Dil then breaks down in tears. Meanwhile, Jude and Maguire gun the judge down, but Maguire is shot dead by one of the bodyguards. A vengeful Jude enters Dil's flat with a gun, seeking to kill Fergus for missing the assassination. Dil takes several shots at Jude, hitting her, whilst stating that she is aware that Jude was complicit in Jody's death and that Jude used her sexuality to trick him. Dil finally kills Jude with a shot in the neck. She then points the gun at Fergus but lowers her hand, saying that she cannot kill him, because Jody will not allow her to. Fergus prevents Dil from shooting herself and tells her to hide out in the club for a while. When she is gone, he wipes her fingerprints off the gun (replacing them with his own), and allows himself to be arrested in her place. A few months later, Dil visits Fergus in prison where he is serving six years. After discussing his post-release plans, she asks why he took the fall for her, and he responds, ""As a man once said, it's in my nature."" He then tells her the story of the Scorpion and the Frog."	['He kidnapped him', 'Because he was indirectly involved in his death']	Why did Fergus feel guilty about what happened to Jody?
Manhattan press agent Sidney Falco (Tony Curtis) has been unable to gain mentions for his clients in J.J. Hunsecker's (Burt Lancaster) influential, nationally syndicated newspaper column of late because of Falco's failure to make good on a promise to break up the romance between Hunsecker's younger sister Susan (Susan Harrison) and musician Steve Dallas (Martin Milner), an up-and-coming jazz guitarist. Falco is losing money and clients. Given one last chance by the bullying, intimidating Hunsecker, he schemes to plant a false rumor in a rival column that Dallas is a dope-smoking Communist, then encourages Hunsecker to rescue Dallas's reputation, certain that the headstrong boyfriend will reject Hunsecker's favor and end up looking bad to Susan. The plan works, in a wayâDallas can't resist insulting Hunsecker's methods, and, forced to choose between them, the timid Susan breaks up with Dallas in order to protect him from her brother. Hunsecker, however, is enraged by Dallas's insults to him after a brief confrontation. He decides to ruin the boy after all (against Falco's advice) and wants to have marijuana planted on the musician, then have him arrested and roughed up by corrupt police Lt. Harry Kello (Emile Meyer). It is such a dirty trick that even Falco wants no part of it, at least until Hunsecker promises to take a long vacation from his powerful column and turn it over to Falco in his absence. At a nightclub, Falco slips the marijuana cigarettes into a pocket of a coat belonging to Dallas, who is accosted by Kello outside the club. Falco is summoned to Hunsecker's penthouse apartment, only to find Susan there by herself and about to attempt suicide. He grabs her just as her brother walks in, but Hunsecker, encouraged by Susan's silence, accuses Falco of trying to assault Susan and begins beating the physically weaker Falco. Falco pleads that he only came to the apartment at Hunsecker's request, prompting Hunsecker to tell Falco that he never called him. As Susan stops Hunsecker from further harming him, Falco realizes that Susan placed the call in order to bring the men to blows. In a climactic confrontation, Falco reveals to Susan that it was her brother who ordered him to destroy Dallas's reputation and their relationship. Hunsecker makes a call to Kello to come after Falco, who tries to flee but is caught in Times Square by the brutal cop. Back in the penthouse, Susan, her bags packed, acknowledges to her brother that she attempted suicide, considering death preferable to living with him. She walks out on him, saying that she will go to Dallas and tells Hunsecker that she pities rather than hates him. A mortified J.J. looks at his sister from his apartment, as she walks out into the daylight.	['Press Agent', 'He was a Manhattan press agent.']	What did Sidney Falco do for a living?
"In 1977, Eddie Adams is a high-school dropout living with his stepfather and emotionally abusive, alcoholic mother in Torrance, California. He works at the Reseda nightclub owned by Maurice Rodriguez, where he meets porn filmmaker Jack Horner, who auditions him by watching him have sex with Rollergirl, a porn starlet who always wears skates. After having an argument with his mother about his girlfriend and sex life, Adams moves in with Horner at his San Fernando Valley home. Adams gives himself the screen name ""Dirk Diggler"", and becomes a star because of his good looks, youthful charisma, and unusually large penis. His success allows him to buy a new house, an extensive wardrobe, and a ""competition orange"" 1977 Chevrolet Corvette Stingray. His friend, porn star Reed Rothchild, and he pitch and star in a series of successful action-themed porn films. Dirk works and socializes with others from the porn industry, and they live carefree lifestyles in the late 1970s disco era. That changes at a New Year's Eve party at Horner's house marking the year 1980, when assistant director Little Bill Thompson discovers his porn-star wife having sex with another man, shoots them with a gun, and kills himself. Dirk and Reed begin using cocaine. Due to Dirk's drug use, he finds it increasingly difficult to achieve an erection, falls into violent mood swings and becomes upset with Johnny Doe, a new leading man Jack recruited. In 1983, after having an argument with Jack, Dirk is fired, and he and Reed leave to start a rock and roll career along with Scotty, a boom operator who loves Dirk. Jack previously rejected business overtures from Floyd Gondolli, a ""theater"" magnate in San Diego and San Francisco, who insists on cutting costs by shooting on videotape, because Jack believes that the tapes will diminish the quality of his films. After his friend and financier Colonel James is imprisoned for creating films depicting child pornography, Jack works with Floyd, becoming disillusioned with the lack of scripts and character development in the projects Gondolli expects him to churn out. One of these projects involves Jack and Rollergirl riding in a limousine, searching for random men for her to have sex with while a crew tapes it. When one man recognizes Rollergirl as a former high-school student, he insults her and Jack, who both attack and leave the injured man on the sidewalk as the crew drives away. Leading lady Amber Waves, who took Dirk under her wing when he joined Jack's stable of actors, finds herself in a custody battle with her ex-husband. The court determines she is an unfit mother, due to her involvement in the porn industry, prior criminal record and cocaine addiction. Buck Swope marries fellow porn star Jessie St. Vincent, who becomes pregnant. Because of his past, Buck is disqualified from a bank loan and cannot open his own stereo-equipment store. That night, he finds himself in the middle of a holdup in which the clerk, the robber and an armed customer are killed. Buck escapes with the money that the robber demanded. Having squandered their money on drugs, Dirk and Reed cannot pay a recording studio for demonstration tapes they believe will enable them to become music stars. Desperate for money, Dirk resorts to prostitution, but is assaulted and robbed by three men. Dirk, Reed and their friend Todd attempt to scam drug dealer Rahad Jackson, by selling him a half-kilo of baking soda as cocaine. Dirk and Reed decide to leave before Rahad's bodyguard inspects it, but Todd fails to steal money from Rahad, who kills him in the ensuing gunfight. Dirk reconciles with Jack. In 1984, Buck and Jessie gives birth to their son, Amber shoots the television commercial for Buck's store opening, Reed practices a successful magic act at the strip club, Colonel James remains in prison, and Rollergirl returns to high school. Dirk and Amber prepare to start filming again."	['With his stepfather and mother', 'Torrence, California']	Where does Eddie live?
In the main plot, William the Conqueror falls in love with the image on the shield that the Marquess of Lubeck carries in a tournament. In disguise, William travels to the court of King Zweno of Denmark to see the original of the portrait; once there, he falls in love with Marianna, a Swedish princess held hostage at the Danish court. Marianna, however, is faithful to her suitor, Lubeck, and has no interest in William; but the king's daughter Blanche becomes infatuated with the newcomer. The ladies stage a plot, in which William absconds with the woman he thinks is Marianne; in doing so he gets in trouble with Zweno, who is under the same mistaken impression. When the woman's true identity is revealed â she is of course Blanche â William accepts her as his wife. Lubeck and Marianne are left, happily, to each other. In the subplot, Em, the beautiful daughter of the miller of Manchester, is wooed by three suitors, Valingford, Mountney, and Manvile. Preferring Manvile, she pretends blindness to evade Valingford, and deafness to avoid Mountney. But Manvile proves unfaithful to Em. In the end, Manvile loses both of the women he pursues, and Em marries Valingford, the one of the three who has remained true to her; and it is revealed that Em is actually of the gentry â her father is Sir Thomas Goddard, and the miller of Manchester was his disguise. The two plots meet at the end, as William recognizes Goddard's banishment was unjust and revokes it. Em makes William realize that the world does contain virtuous women, which helps to reconcile him to his marriage with Blanche.	['She pretends to be blind.', 'by pretending to be blind']	How does Em evade the advances of Valingford?
"“A lady and gentleman are making love to one another in the drawing room of a flat in Ashley Gardens in the Victoria district of London.” The lady is a young widow, Grace Tranfield, in love with the man, Leonard Charteris, who is the ‘philanderer’ of the title. Grace is shocked and disconcerted to find that Charteris, on his own light‐hearted admission, has been in a similar position with Julia Craven and others. The affair with Julia, in fact, has never been broken off. He maintains that it is not his fault that half the women he speaks to fall in love with him; and he is in full flight of cajolery when Julia Craven herself erupts on to the scene, attacks Grace, and announces her intention of staying until Charteris has given her up. Charteris gets Grace out of the room and unsuccessfully reminds Julia of her supposedly advanced views on marriage. She changes from belligerence to pleading tears, without effect, and, to the consternation of both, the fathers of Grace and Julia enter together. Colonel Craven is suffering from a liver complaint, and much to Charteris’ impatience ""has fully made up his mind not to survive next Easter"", just to oblige the doctors. Cuthbertson, Grace’s father, is a dramatic critic and theatrically shocked to discover something of the Charteris‐Grace‐Julia triangle; but Charteris explains it is Grace whom he wants to marry. The scene changes to the Ibsen Club, of which most of the characters are members. A fashionable physician, Dr. Paramore, says he has made a discovery concerning Col. Craven’s fatal complaint, but horrifies Craven’s younger daughter Sylvia by his practice of vivisection. Craven turns up at Cuthbertson’s invitation, and Charteris outrages both men by admitting he had lied to them last night: the truth is, both young women want to marry him, but he does not want to marry either. Julia enters the Club with Paramore dancing attendance, and manages to trap Charteris alone. She is, however, forced to retire by Sylvia, who delights Charteris by saying Dr. Paramore is in love with Julia. Charteris attempts to flirt with Grace again but is repulsed, and attention is diverted by the distraught Dr. Paramore who has learnt in the British Medical Journal that his ‘discovery,’ Craven’s liver complaint, is a disease which doesn’t exist. He complains of lack of animals for experiment, and resents Craven’s delight at learning he is not to die. Charteris, to cheer him, suggests that Julia is fascinated by him, but it is Grace who comes in first and retires with the doctor privately. Changing tactics, Charteris points them out to Julia, arousing her jealousy. The result is another quarrel between Julia and Grace, who threatens to have Julia expelled from the Club. Julia hurries after Dr. Paramore, to enlist him as a witness in her favor, and Charteris tries to prevent the others following, in order to give the doctor time to propose to her. This Paramore does, at his house, and Julia, dubious but flattered, accepts him before the others arrive. Charteris is delighted, and Julia and Grace, reconciled, congratulate each other on having escaped him. Nevertheless, Julia bitterly regrets not being brave enough to kill Charteris. An alternate, and in fact Shaw's original, ending was preserved in manuscript, though not performed until the 1990s. In it the scene at Paramore's house takes place four years later, after his marriage to Julia, when Paramore has tired of Julia and she of marriage. Paramore has fallen in love with Grace and asks Charteris's advice. Eventually, Craven, Cuthbertson and Julia join them and Cuthbertson is persuaded to suggest a solution - divorce, though difficult to obtain in Victorian England without scandal and deceit, is quite easily obtained in South Dakota. Grace joins them, and after a new row between her and Julia, all is agreed. Julia and Charteris are left alone, she presses him to marry her once she is free, but he refuses on the grounds of being a philanderer and no fit husband, and they agree to return to their former ways."	['julia be expelled from the club', 'Grace threatens to have Julia expelled from the club.']	What does Grace threatens to do to Julia at the Isben Club?
"After a monologue delivered by Derek Jacobi, the film opens in 1603, with Robert Cecil, Earl of Salisbury, ordering a desperate search for a trove of manuscripts. Ben Jonson, who has the manuscripts, flees down the streets of London and into the theatre known as The Rose. Hot on his heels, the soldiers who have been sent to arrest Jonson, break down the doors and intentionally set the theatre alight. Successive flashbacks cast us back five and then forty years, as the film evokes the reputed life of Edward de Vere from childhood through to his entanglement in an insurrection, and later on to his deathbed. The main action takes place five years earlier in 1598, a decade after the defeat of the Spanish Armada, as political intrigue flourishes between the Tudors and the Cecils (father William and son Robert), over the succession to Queen Elizabeth I. In flashbacks, de Vere is portrayed as a prodigious genius, writing at eight or nine years of age (1558/1559) A Midsummer Night's Dream, de Vere acting the role of Puck before the young queen Elizabeth. He is then forced to live in the repressive, puritanical house of William Cecil where, years later, he kills a spying servant lurking behind an arras, much like the death of Polonius in Hamlet. William Cecil uses this murder to blackmail de Vere into a loveless marriage with his daughter, Anne Cecil, compelling him also to renounce literature. De Vere later becomes the Queen's lover, and sires – unknown to him – an illegitimate son; the son is adopted, becoming Henry Wriothesley, 3rd Earl of Southampton, but his true parentage is hidden from all but the Cecils. De Vere must struggle against a taboo that would forbid him to write; against his wife's impatience with his literary work as a dishonour to her family; and against the Queen's counsellors. Foremost among these is his father-in-law William Cecil, who believes that theatres are sinful. Cecil's plan to have James VI of Scotland, the son of Mary, Queen of Scots, crowned king is also threatened by the presence of de Vere's and the Queen's child, who would be an alternative contender for the throne, and also of pure Tudor lineage. Almost four decades after his private premiere, de Vere visits a public theatre and is deeply impressed by the way spectators can be swayed. The play, written by Jonson, is halted mid-performance by the royal militia because of its allegedly seditious content. Jonson is arrested and imprisoned. Much taken by the propagandistic power of art, de Vere decides to employ his secretly written plays for the promotion of the Earl of Essex's cause (Essex being another of the Queen's illegitimate sons) over the candidate preferred by the Cecils, writing Henry V and, later, Richard III as propaganda designed to foment revolution. He contacts Jonson, who is confined in the Tower of London until de Vere uses his influence to free him, in order to have his play Henry V staged under Jonson's name. Jonson is unhappy about the plan, assuming that the play will be an amateurish effort that will tarnish his name. Jonson does not claim authorship, allowing an unscrupulous young actor, William Shakespeare, to step up on stage as author. It is this ""drunken oaf"" who takes on the role as de Vere's front man, while Jonson becomes de Vere's only confidant in the truth. Shakespeare however, having discovered the real author's identity, extorts money from de Vere to build the Globe Theatre, and wangles £400 per year for posturing as a front. After Christopher Marlowe stumbles on the truth that Shakespeare's inexplicable talents hide the genius of another hand, he is found with his throat slit. Jonson later confronts Shakespeare and accuses him of the murder. At the climax, de Vere uses the play Richard III as a thinly veiled attack on the hunchbacked Robert Cecil. The plan is to incite a mob to march against Cecil, and thus weaken his position at court. At the same time, Essex is to march with the Earl of Southampton to the Palace, to promote his own claim to the succession. Meanwhile, de Vere writes Venus and Adonis to remind the Queen of their old love. He hopes to see her again in an atmosphere of renewed intimacy, and to persuade her to dismiss Cecil. The plan fails, however, as a jealous Jonson, unaware of de Vere's plan, betrays the plot to Cecil. Jonson soon learns of the plan, but fails to alert Francesco of his betrayal in time, as the mob is massacred by soldiers with muskets and artillery pieces, stopping it from joining Essex. The Queen, swayed by Cecil, thinks that Essex is trying to depose her. Essex and his men are lured into the Palace courtyard, where they are ambushed by soldiers firing muskets from the balconies above. Essex and Southampton surrender honorably. Essex is later executed, but not before screaming ""God save the Queen!"". Southampton is later released. Robert Cecil then tells a broken de Vere that Elizabeth had other bastard sons – one of whom was de Vere himself. If true, it would mean that de Vere committed incest with his mother. He has a private audience with Elizabeth, at which the Queen agrees to spare Southampton, but insists that de Vere remain anonymous as the true author of ""Shakespeare's"" works. After the Queen's death, James VI succeeds as James I of England, though Cecil's hopes for a more puritanical regime are shattered when James reveals himself to be an avid ""theater man"". Shakespeare retires on his ill-gotten gains to Stratford to become a businessman, and de Vere dies in 1604, having commended his manuscripts to the care of a repentant Jonson. Cecil, however, still wants the manuscripts destroyed. With the destruction of The Rose, he believes them destroyed, but he later discovers they have survived. Nevertheless, the ""truth"" remains concealed: that Edward de Vere, not the nearly illiterate Shakespeare, is their real author."	['William Shakespeare', 'William Shakespeare.']	Who pretends to write de Vere's plays?
It is concerned mainly with Queen Mary's imprisonment at Loch Leven Castle in 1567, her escape, and her defeat. Parallel to this is the romance of Roland Graeme, a dim-witted but spirited youth. He is brought up at the castle of Avenel by Mary Avenel and her husband, Halbert Glendinning. Roland is sent by the Regent Murray to be page to Mary Stuart with directions to guard her. He falls in love with Catherine Seyton, who is one of the ladies-in-waiting to the queen. He is found later to be the heir to Avenel. Edward Glendinning, the brother of Halbert, is the abbot of the title, the last abbot of the monastery described in the preceding novel.Ten years had passed since the final events of The Monastery, during which Halbert had been knighted for his services to the regent, and Lady Avenel had adopted Roland, whom her dog had saved from drowning. The boy grew up petted by his mistress, but disliked by her chaplain and servants; and at length, having threatened to dirk the falconer, he was dismissed to seek his fortune. He had been secretly taught the Romish faith by Father Ambrose, and led by his grandmother to believe that he was of gentle birth. She now introduced him to Catherine Seyton, and then accompanied him to the abbey, where the revels of some masqueraders were interrupted by the arrival of Sir Halbert on his way to Edinburgh, who attached the youth to his train. On reaching the capital he aided Lord Seyton in a street fray, and was introduced to the Earl of Murray, who desired him to be ready to travel at short notice. In company with Adam Woodcock he adjourned to an inn, and was entrusted by Henry Seyton (whom he believed to be Catherine in male attire) with a sword, which he was not to unsheath until commanded by his rightful sovereign. He then learnt that he was to be attached to the household of Queen Mary, and accompanied Lord Lindesay to the castle of Lochleven, situated on an island, where he found Catherine in attendance on her, and was present when, in compliance with a note contained in his sword-sheath, she signed her abdication at the behest of the Secret Council. After a lapse of several months, during which Henderson attempted to convert him, Roland learnt from Catherine that Father Ambrose had been evicted from his monastery, and he pledged himself, for her sake, to assist the imprisoned queen in recovering her freedom. A plan of escape arranged by George Douglas having failed through the vigilance of the Lady of Lochleven, Roland undertook to forge a false set of keys, and the abbot arrived disguised as a man-at-arms sent by Sir William to take part in guarding the castle. As soon as the curfew had tolled, a preconcerted signal was made from the shore, and Roland contrived to substitute his forged keys for the real ones. At midnight the garden gate was unlocked, a boat was in waiting, Henry Seyton came forward, and the queen, with all her adherents, was safely afloat, when the alarm was given. Roland, however, had run back, ere they started, to turn the locks on their jailers, and, until they were out of reach of musketry, George Douglas protected Mary by placing himself before her. On landing, horses were in readiness, and before daybreak they reached Lord Seyton's castle in West Lothian, which was strongly garrisoned. The next morning, as the queen was endeavouring to make peace between Roland and Henry Seyton, who treated the page as a churl, his grandmother emerged from a recess and declared him to be the son of Julian Avenel, who was killed in the battle with Sir John Foster; Lord Seyton also recognised him, and insisted that his son should shake hands with him. Supported by a considerable number of adherents in battle array, and accompanied by the abbot, the royal party moved onwards for Dumbarton, where help from France was expected. They were, however, intercepted by the regent's forces, and a desperate battle ensued. The queen stood near a yew tree, guarded by her devoted admirer George Douglas in close armour, while her page pushed forward to watch the conflict. It had lasted nearly an hour, when Sir Halbert attacked the flank of Mary's supporters, and they were completely routed, Henry Seyton was killed, and Douglas, who was mortally wounded, expired without withdrawing his eyes from her face. Hopeless of further aid, the queen adopted the fatal resolution of trusting to Elizabeth's mercy, and, having bid adieu to her followers, took ship for England. Roland soon afterwards succeeded in obtaining proofs of his claim as the heir of Avenel, and was married to Catherine on her return from two years residence with her unhappy mistress.	['Roland', 'Father Ambrose']	Who promised Queen Mary that he would work for her freedom?
