question	answers	context
King Edward III is informed by The Count of Artois that he, Edward, was the true heir to the previous king of France. A French ambassador arrives to insist that Edward do homage to the new French king for his lands in Guyenne. Edward defies him, insisting he will invade to enforce his rights. A messenger arrives to say that the Scots are besieging a castle in the north of England. Edward decides to deal with this problem first. The castle is being held by the beautiful Countess of Salisbury, the wife of the Earl of Salisbury. As Edward's army arrives, the rampaging Scots flee. Edward immediately falls for the Countess, and proceeds to woo her for himself. She rebuffs him, but he persists. In an attempted bluff, the Countess vows to take the life of her husband if Edward will take the life of his wife. However, when she sees that Edward finds the plan morally acceptable, she ultimately threatens to take her own life if he does not stop his pursuit. Finally, Edward expresses great shame, admits his fault and acquiesces. He dedicates himself to use his energies to pursue his rights and duties as king. In the second part of the play, in several scenes reminiscent of Henry V, Edward joins his army in France, fighting a war to claim the French throne. He and the French king exchange arguments for their claims before the Battle of Crecy. King Edward's son, Edward, the Black Prince, is knighted and sent into battle. The king refuses to send help to his son when it appears that the young man's life is in danger. Prince Edward proves himself in battle after defeating the king of Bohemia. The English win the battle and the French flee to Poitiers. Edward sends the prince to pursue them, while he besieges Calais. In Poitiers the prince finds himself outnumbered and apparently surrounded. The play switches between the French and English camps, where the apparent hopelessness of the English campaign is contrasted with the arrogance of the French. Prince Edward broods on the morality of war before achieving victory in the Battle of Poitiers against seemingly insurmountable odds. He captures the French king. In Calais the citizens realise they will have to surrender to King Edward. Edward demands that six of the leading citizens be sent out to face punishment. Edward's wife, Queen Philippa, arrives and persuades him to pardon them. Sir John Copland brings Edward the king of the Scots, captured in battle, and a messenger informs Edward that the English have secured Brittany. However, the successes are undercut when news arrives that Prince Edward was facing certain defeat at Poitiers. King Edward declares he will take revenge. Prince Edward arrives with news of his victory, bringing with him the captured French king. The English enter Calais in triumph.	['France']	Edward has just inherited the throne of what country?
Lady Anna is set during the 1830s, at about the time of the First Reform Act of 1832. The title character is the daughter of the late Earl Lovel. Her mother married him out of ambition rather than love, and despite his evil reputation. Soon after their marriage, he told her that he had a living wife, which made their union invalid and their unborn daughter illegitimate. He then sailed to Italy without her and did not return to England for twenty years. During those two decades, Lady Lovel struggled to prove the validity of her marriage, and consequently her right to her title and her daughter's legitimacy. She enjoyed neither the sympathy of the public nor the support of her family during this time; her only friend and supporter was Thomas Thwaite, a Radical tailor of Keswick, who gave her and her daughter shelter and financed her legal battles. Early in the novel, Lord Lovel returns to England and dies intestate. His earldom, and a small estate in Cumberland, pass to a distant cousin, young Frederick Lovel. However, the bulk of his large fortune is personal property, and thus not attached to the title. If his marriage to Lady Lovel was valid, it will go to her and to their daughter; otherwise, it will go to the young earl. The new earl's lawyers, headed by the Solicitor General, come to believe that their case against Lady Lovel is weak and their claim probably false. They accordingly propose a compromise: that the earl marry Lady Anna, thus reuniting the title and the assets held by her father. The plan is enthusiastically supported by Lady Lovel, as fulfilling all of her ambitions for herself and her daughter. The young earl is favorably impressed by Lady Anna's appearance and character. However, in her twenty years as an outcast, Lady Anna has come to love Thomas Thwaite's son Daniel, and the two have become secretly engaged. When the engagement is known, Lady Lovel and others strive to break it. Lady Anna will not yield to persuasion or to mistreatment; Daniel Thwaite rejects arguments and bribes to end the relationship. Lady Anna is approaching her twenty-first birthday, after which she will be free to marry without her mother's consent. In desperation, Lady Lovel secures a pistol and attempts to murder Thwaite. She wounds but does not kill him; Thwaite refuses to name her to the police; and the attempt puts an effective end to her attempts to keep the two apart. With Thwaite's consent, Lady Anna makes half of her fortune over to the young earl. She marries Thwaite with the public approval of the Lovel family, though Lady Lovel refuses to attend the ceremony. The two then emigrate to Australia, where they expect that his low birth and her title will no longer be a burden to them.	"[""The 1830's."", '1830s']"	What time period is the story set in?
In the first part of the book, Jakob Beer is a 7 year old child of a Jewish family living in Poland. His house is stormed by Nazis; he escapes the fate of his parents and his sister, Bella, by hiding behind the wallpaper in a cabinet. He hides in the forest, burying himself up to the neck in soil. After some time, he runs into an archaeologist, Athos Roussos, working on Biskupin. Athos secretly takes him to Zakynthos in Greece. Athos is also a geologist, and is fascinated with ancient wood and stones. Jakob learns Greek and English, but finds that learning new languages erases his memory of the past. After the war, Athos and Jakob move to Toronto, where after several years Jakob meets Alexandra in a music library. Alex is a fast-paced, outspokenly philosophical master of wordplay. Jakob and Alex fall in love and marry, but the relationship fails because Alex expects Jakob to change too fast and abandon his past. Jakob dwells constantly on his memories of Bella, especially her piano-playing, and they end up divorcing. Jakob meets and marries Michaela, a much younger woman but one who seems to understand him, and with Michaela's help he is able to let go of Bella. Together they move to Greece into the former home of several generations of the Roussos family. The second part of the book is told from the perspective of Ben, a Canadian professor of Jewish descent who was born in Canada to survivors of the Holocaust. In 1954 the family home in Weston, Ontario is destroyed by Hurricane Hazel. Ben becomes an expert on the history of weather, and marries a girl named Naomi. He is a big admirer of Jakob's poetry and respects the way he deals with the Holocaust, when Ben himself has trouble coping with the horrors his parents must have endured. At the end of the novel, Ben is sent to retrieve Jakob's journals from his home in Greece, where Ben spends hours swimming in Jakob's past.	['It is destroyed by Hurricane Hazel.', 'It was destroyed by hurricane Hazel.']	What happened to Ben's home in 1954?
"Two weeks before the Ares is scheduled to leave Mars, Captain Harrison sends American chemist Dick Jarvis and French biologist ""Frenchy"" Leroy to retrieve the film Jarvis took before his auxiliary rocket crashed into the Thyle highlands the week before. Along the way, the Earthmen stop at the city of the cart creatures and the site of the pyramid building creature for Leroy to take some samples. After picking up the film canisters from the crashed rocket at Thyle II, the two men fly east to Thyle I to look for signs of the birdlike Martian, Tweel. Near a canal, the men find a strange, deserted city thousands of years old. The buildings are inhabited by birdlike Martians of Tweel's species, including Tweel himself, and Jarvis and the Martian enjoy a happy reunion. Jarvis persuades Tweel to guide them through the city. In one building, they come across a ratlike being hunched over a Martian book. Tweel angrily chases the rat-thing away and replaces the book on a shelf, though the Earthmen are not sure whether the rat-thing was reading the book or eating it. Elsewhere in the building, which seems to be a library, Tweel shows the Earthmen a huge mural of a human kneeling before a seated Martian. When Leroy remarks that the Martian in the mural looks like the Egyptian god Thoth, Tweel excitedly repeats the name, pointing to itself and all around them at the city. The Earthmen realize that Tweel's people, the Thoth, had visited ancient Egypt and served as inspiration for the Ibis-headed god. (This is actually anachronistic, since Thoth was the classical Greek version of the god's name.) Over the next three days, Tweel shows the Earthmen around the city, including a solar-powered pumping station designed to move water down the canal. Finally, a mile south of the ancient Martian city, the Earthmen find a valley filled with dream-beasts. As the dream-beasts mesmerize them, the two Earthmen see everything they have ever desired spread out before them, and rush forward helplessly. Tweel attacks one of the dream-beasts, momentarily freeing Jarvis. The Earthman kills the dream-beast with a pistol shot, then kills another that is attacking Leroy, and the three of them flee the valley. Jarvis and Leroy return to their rocket to recover from their encounter with the dream-beasts. Before returning to the Ares, as a parting gift, the Earthmen take Tweel to the wreck of the other rocket, and give it the rocket's atomic power plant. In time, the Thoth will be able to master atomic power, and will no longer be dependent on solar power to run their civilization."	['Angrily chases the ratlike creature away and replaces the book on the shelf.', 'He chases it away']	What does Tweel do when he sees a ratlike creature in the building?
"London Hospital surgeon Frederick Treves finds John Merrick in a Victorian freak show in London's East End, where he is kept by a Mr. Bytes. His head is kept hooded, and his ""owner,"" who views him as retarded, is paid by Treves to bring him to the hospital for exams. Treves presents Merrick to his colleagues and highlights his monstrous skull, which forces him to sleep with his head on his knees, since if he were to lie down, he would asphyxiate. On Merrick’s return he is beaten so badly by Bytes that he has to call Treves for medical help. Treves brings him back to the hospital. John is tended to by Mrs. Mothershead, the formidable matron, as the other nurses are too frightened of Merrick. Mr. Carr-Gomm, the hospital’s Governor, is against housing Merrick, as the hospital does not accept “incurables”. To prove that Merrick can make progress, Treves trains him to say a few conversational sentences. Carr-Gomm sees through this ruse, but as he is leaving, Merrick begins to recite the 23rd Psalm, which Treves did not teach him. Merrick tells the doctors that he knows how to read, and has memorized the 23rd Psalm because it is his favorite. Carr-Gomm permits him to stay, and Merrick spends his time practicing conversation with Treves and building a model of a cathedral he sees from his window. Merrick has tea with Treves and his wife, and is so overwhelmed by their kindness that he shows them his mother’s picture. He believes he must have been a ""disappointment"" to his mother, but hopes she would be proud to see him with his “lovely friends”. Merrick begins to take guests in his rooms, including the actress Madge Kendal, who introduces him to Shakespeare. Merrick quickly becomes an object of curiosity to high society, and Mrs. Mothershead expresses concerns that he is still being put on display as a freak. Treves begins to question the morality of his actions. Meanwhile, a night porter named Jim starts selling tickets to locals, who come at night to gawk at the ""Elephant Man"". The issue of Merrick's residence is challenged at a hospital council meeting, but he is guaranteed permanent residence by command of the hospital’s royal patron, Queen Victoria, who sends word with her daughter-in-law Alexandra. However, Merrick is shortly kidnapped by Mr. Bytes during one of Jim's raucous late night showings. Mr. Bytes leaves England and takes Merrick on the road as a circus attraction once again. Treves confronts Jim about what he has done, and Mrs. Mothershead fires him. Merrick escapes from Bytes with the help of his fellow freakshow attractions. Upon returning to London, he is harassed through Liverpool Street station by several young boys and accidentally knocks down a young girl. Merrick is chased, unmasked, and cornered by an angry mob. He cries, “I am not an elephant! I am not an animal! I am a human being! I ... am ... a ... man!” before collapsing. Policemen return Merrick to the hospital and Treves. He recovers some of his health, but is dying of chronic obstructive pulmonary disease. Treves and Mrs. Mothershead take Merrick to see one of Madge Kendal's shows at the theatre, and afterwards, Kendal dedicates the performance to him. A proud Merrick receives a standing ovation from the audience. Back at the hospital, Merrick thanks Treves for all he has done, and completes his church model. He lies down on his back in bed, imitating a sleeping child in a picture on his wall, and dies in his sleep. Merrick is consoled by a vision of his mother, who quotes Lord Tennyson’s “Nothing Will Die”."	['He is beaten badly by Bytes upon his return from the medical exams.', 'Bytes beats him badly.']	What happens to Merrick that causes him to flee Bytes and return to hospital?
"In 1936, archaeologist Indiana Jones braves an ancient booby-trapped temple in Peru and retrieves a golden idol. He is confronted by rival archaeologist RenĂŠ Belloq and the indigenous Hovito people. Surrounded and outnumbered, Indy surrenders the idol to Belloq and escapes aboard a waiting floatplane. Jones returns to his teaching position at Marshall College, where he is interviewed by two Army Intelligence agents. They inform him that the Nazis are searching for his old mentor, Abner Ravenwood, under whom Jones studied at the University of Chicago. The Nazis know that Ravenwood is the leading expert on the ancient city of Tanis in Egypt, and that he possesses the headpiece of the Staff of Ra. Jones deduces that the Nazis are searching for the Ark of the Covenant; the Nazis believe that if they acquire the Ark their armies will become invincible. The Staff of Ra is the key to finding the Well of Souls, a secret chamber in which the Ark is buried. The agents authorize Jones to recover the Ark to prevent the Nazis from obtaining it. He travels to Nepal and discovers that Abner has died, and the headpiece is in the possession of Ravenwood's daughter Marion. Jones visits Marion at her tavern, where she reveals her bitter feelings toward him from a previous romantic affair. She physically rebuffs his offer to buy the headpiece, and Jones leaves. Shortly after, a group of thugs arrive with their Nazi commander, Arnold Toht. Toht threatens Marion to get the headpiece, but when Jones returns to the bar to fight the Nazis and save Marion, her bar is accidentally set on fire; during the fight, the headpiece ends up in the fire and Toht severely burns his hand trying to take the hot headpiece, and flees the tavern screaming. Indy and Marion escape with the headpiece, and Marion decides to accompany Indy in his search for the Ark so he can repay his debt to her. The pair travels to Cairo, where they meet up with Indy's friend Sallah, a skilled excavator. Sallah informs them that Belloq and the Nazis are digging for the Well of Souls with a replica of the headpiece (created from the scar on Toht's hand). They quickly realize the Nazi headpiece is incomplete and that the Nazis are digging in the wrong place. The Nazis kidnap Marion and it appears to Jones that she is killed in an exploding truck. After a confrontation with Belloq in a local bar, Indy and Sallah infiltrate the Nazi dig site and use their staff to correctly locate the Ark. Indy discovers Marion is alive, bound and gagged in a tent, but does not release her for fear of blowing his cover. Indy, Sallah, and a small group of diggers unearth the Well of Souls and acquire the Ark. Belloq and Nazi officer Colonel Dietrich arrive, seize the Ark from Jones, throwing Marion into the Well of Souls with him before sealing it back up. Jones and Marion escape to a local airstrip, where Jones has a fistfight with a Nazi mechanic and destroys the flying wing that was to transport the Ark to Berlin. The panicked Nazis remove the Ark in a truck and set off for Cairo, but Jones catches them and retakes it. He makes arrangements to take the Ark to London aboard a tramp steamer. The next day, a Nazi U-boat appears and intercepts the ship. Belloq and Dietrich seize the Ark and Marion but cannot locate Jones, who stows away aboard the boat and travels with them to an island in the Aegean Sea. Once there, Belloq plans to test the power of the Ark before presenting it to Hitler. Jones reveals himself and threatens to destroy the Ark with a panzerfaust, but Belloq calls his bluff and Jones surrenders rather than destroy such an important historical artifact. The Nazis take Indy and Marion to an area where the Ark will be opened and tie them to a post to observe. Belloq performs a ceremonial opening of the Ark, which appears to contain nothing but sand, all that remains of the Ten Commandments. Suddenly, angelic ghost-like beings emerge from the Ark. Indy cautions Marion to keep her eyes closed and not to observe what happens next. Belloq and the others look on in astonishment as the apparitions are suddenly revealed to be angels of death. A vortex of flame forms above the Ark and shoots bolts of fiery energy into the gathered Nazi soldiers, killing them all. As Belloq, Toht and Dietrich all scream in terror, the Ark turns its fury on them: Dietrich's head shrivels up, Toht's face is melted off his skull and Belloq's head explodes. Flames then engulf the remains of the doomed assembly, save for Indy and Marion, and the pillar of fire rises into the sky. The Ark's lid is blasted high into the air before dropping back down onto the Ark and sealing it. Jones and Marion find their ropes burned off and embrace. In Washington, D.C., the Army Intelligence agents inform Jones and Marcus Brody that the Ark is someplace safe and will be studied by ""top men"". The Ark is shown being stored in a giant government warehouse among countless similar crates."	"['Egypt', ""it's in a safe place""]"	Which country is the Ark buried?
"Randall Peltzer, a struggling inventor, visits a Chinatown antique store in the hope to find a Christmas present for his son Billy. In the store, Randall encounters a small, furry creature called a mogwai (Cantonese: 魔怪, ""monster""). The owner Mr. Wing refuses to sell the creature to Randall, though his grandson secretly sells the mogwai to Randall but tells him to remember three important rules that must never be broken – do not expose the mogwai to bright lights or sunlight which will kill it, do not let it get wet, and never feed it after midnight. Randall returns home to Kingston Falls where he gives the mogwai to Billy as a pet. Billy works in the local bank, and fears his dog Barney will be put down by Mrs. Deagle. Randall names the mogwai “Gizmo” and Billy makes sure to treat him well. But when Billy’s friend Pete spills a glass of water over Gizmo, five more mogwai spawn from his back, a more troublemaking sort led by the aggressive Stripe. Billy shows one of the mogwai to his former science teacher Mr. Hanson, spawning another mogwai, who Hanson experiments on. Stripe’s gang trick Billy into feeding them after midnight by chewing out the power cord to his bedside clock and transform into cocoons, as does Hanson’s mogwai. Shortly after, their cocoons hatch and they emerge as mischievous, reptilian Gremlins that torture Gizmo and try to murder Billy’s mother, while Hanson is killed by his Gremlin. All of the Gremlins are killed except Stripe, who escapes to a local YMCA and jumps into a swimming pool, spawning an army of Gremlins who wreak massive chaos around Kingston Falls. Billy tries to warn the police but they don’t believe him. Many people are injured or outright killed by the Gremlins’ rampage, including Mrs. Deagle, who is launched out of her house on a stair lift that has been sabotaged by the gremlins. At the local bar, the Gremlins have fun until the barmaid Kate Beringer, Billy’s girlfriend, flashes them with a camera and escapes into the bank with Billy and Gizmo. While hiding, she reveals her father died in a chimney while dressed as Santa Claus. Billy and Kate discover the town has fallen silent and the Gremlins are watching Snow White and the Seven Dwarfs in a theater. They set off an explosion, killing all the Gremlins except Stripe. Billy chases Stripe into a Montgomery Ward store, where Stripe climbs into a water fountain and tries to spawn more Gremlins. Gizmo arrives in a toy car and opens a skylight, exposing Stripe to extreme sunlight and melting him. In the aftermath of the Gremlins’ rampage, Mr. Wing appears to collect Gizmo, scolding the Peltzers for their carelessness, thinking the Western world is not ready but comments that Billy might some day be ready to care for Gizmo properly. Gizmo likewise believes so, having become attached to Billy. Mr. Wing departs with Gizmo in tow, while Randall narrates to the audience to check their house if things go wrong, because ""there just might be a Gremlin in your house""."	['Kill them.', 'Kill it.']	What will very bright lights/sunlight do to a mogwai?
"Bertie returns to London from several weeks in Cannes spent in the company of his Aunt Dahlia Travers and her daughter Angela. In Bertie's absence, Jeeves has been advising Bertie's old school friend, Gussie Fink-Nottle, who is in love with a goofy, sentimental, whimsical, childish girl named Madeline Bassett. Gussie, a shy teetotaler with a passion for newts and a face like a fish, is too timid to speak to her. Bertie is annoyed that his friends consider Jeeves more intelligent than Bertie, and he takes Gussie's case in hand, ordering Jeeves not to offer any more advice. Madeline, a friend of Bertie's cousin Angela, is staying at Brinkley Court (country seat of Aunt Dahlia and Uncle Tom). Aunt Dahlia demands that Bertie come to Brinkley Court to make a speech and present the school prizes to students at the local grammar school, which he considers a fearsome task. Bertie sends Gussie to Brinkley Court in his place, so that Gussie will have the chance to woo Madeline there, but also so that Gussie will be forced to take on the unpleasant job of distributing the school prizes. When Angela breaks her engagement to the athletic but heavy Tuppy Glossop, Bertie feels obliged to go down to Brinkley Court to comfort Aunt Dahlia. In addition to her worry about Angela's broken engagement, Aunt Dahlia is anxious because she has lost 500 pounds gambling at Cannes, and now needs to ask her miserly husband Tom to replace the money in order to keep financing her magazine, Milady's Boudoir. Bertie advises her to arouse Uncle Tom's concern for her by pretending to have lost her appetite through worry. He offers similar advice to Tuppy, to win back Angela. He also offers the same advice to Gussie, to show his love for Madeline. All take his advice, and the resulting return of plates of untasted food upsets Aunt Dahlia's temperamental prized chef Anatole, who gives notice to quit. Not unreasonably, Aunt Dahlia blames Bertie for this disaster. When Bertie attempts to probe Madeline's feelings about Gussie, she misinterprets his questioning as a marriage proposal on his own behalf. To his relief, she tells Bertie she cannot marry him, as she has fallen in love with Gussie. Bertie relays the good news to Gussie, but even with this encouragement, Gussie remains too timid to propose, and Bertie decides to embolden him by lacing his orange juice with liquor. Gussie ends up imbibing more liquor than Bertie had intended. Under its influence, Gussie successfully proposes to Madeline. He then delivers a hilarious, abusive, drunken speech to the grammar school while presenting the school prizes. Madeline, disgusted, breaks the engagement and resolves to marry Bertie instead. The prospect of spending his life with the drippy Madeline terrifies Bertie, but his personal code of chivalrous behavior will not allow him to insult her by withdrawing his ""proposal"" and turning her down. Meanwhile, Gussie, still drunk, retaliates against Madeline by proposing to Angela, who accepts him in order to score off Tuppy. Tuppy's jealousy is aroused and he chases Gussie all around the mansion, vowing to beat him within an inch of his life. In the face of this chaos, Bertie admits his inability to cope, and appeals to Jeeves for advice. Jeeves arranges for Bertie to be absent for a few hours, and during that time swiftly and ingeniously solves all the problems, assuring that Angela and Tuppy are reconciled, that Gussie and Madeline become engaged again, that Anatole withdraws his resignation, and that Uncle Tom writes Aunt Dahlia a check for 500 pounds. Bertie learns his lesson and resolves to let Jeeves have his way in the future. Sections of the story were adapted into episodes of the ITV series Jeeves and Wooster."	['Because his cousin Angela has broken her engagement to Tuppy Glossop.', 'Angela broke her engagement to Tuppy Glossop.']	After sending Gussie to Brinkley court in his stead, Bertie decides he has an obligation to come to Brinkley court to comfort his Aunt Dahlia regarding his cousin Angela. Why?
Ethan Hunt is alerted by the IMF that someone has used his identity to assist bio-chemical expert Dr. Vladimir Nekhorvich to enter the United States, only to kill him in a subsequent plane crash. Nekhorvich, an old friend of Ethan, had forewarned the IMF of his arrival, planning to deliver to them a new bioweapon, Chimera, and its cure, Bellerophon. He was forced to develop these by Biocyte Pharmaceuticals. IMF determines that rogue IMF agent Sean Ambrose is responsible. IMF assigns Ethan to recover the virus and its cure. It also insists that he recruits Nyah Nordoff-Hall, a professional thief presently operating in Seville, Spain. Later, Ethan finds out that she is Ambrose's ex-girlfriend. After recruiting Nyah, Ethan assembles his team, computer expert Luther Stickell and pilot Billy Baird, in Sydney, Australia, where Biocyte laboratories are located and Ambrose is staying. As Ethan stakes out Biocyte, Nyah gets close to Ambrose and begins to learn about the Chimera virus. At a horse racing event, Ambrose meets with Biocyte's CEO, John C. McCloy. He shows McCloy a video of Chimera affecting one of Nekhorvich's colleagues. He then blackmails McCloy into cooperating with him. Nyah steals video footage and transfers it to Ethan. Ethan's team learn that Chimera has a 20-hour dormant period before it causes death by mass destruction of the victim's red blood cells. Bellerophon can only save the victim if used within that 20-hour window. The IMF team kidnaps McCloy to force him to give up Bellerophon. However, they learn that the only samples of Bellerophon were taken by Nekhorvich, and are now in Ambrose's hands. Ambrose has the cure, but does not have the virus (which Nekhorvich injected himself with). As a result, Ambrose forced McCloy to exchange a sample of the virus for a sample of Bellerophon. The team break into Biocyte to destroy the virus. Ambrose, posing as Ethan, tricks Nyah into revealing his plan. Ambrose captures Nyah and raids Biocyte to secure the virus. Ethan is able to destroy all but one sample of the virus before Ambrose intervenes, and a firefight ensues. Ambrose orders Nyah to retrieve the last sample of Chimera. She injects herself with it, preventing Ambrose from simply killing her to get it. Ambrose takes Nyah away, and Ethan escapes from the laboratory. Ambrose lets Nyah wander the streets of Sydney in a daze, intending to start a pandemic. He offers to sell Bellerophon to McCloy in exchange for stock options, to make him the majority shareholder. He predicts that the price of Biocyte's stock will skyrocket due to demand for Bellerophon after the Chimera outbreak. Ethan infiltrates the meeting and steals the remaining samples of Bellerophon. While Ethan is pursued by Ambrose, Luther and Billy locate Nyah, who has wandered to a cliff side, intent on killing herself to prevent Chimera from spreading. Ethan eventually gains the upper hand over Ambrose and kills him. With little time left on the 20-hour countdown, Luther reaches Ethan, takes Bellerophon and injects Nyah with it. IMF clears Nyah's criminal record and Ethan starts his vacation with her in Sydney.	['Sean poses to be Ethan.', 'Ambrose']	Who poses to be Ethan?
"The beginning of the movie shows icemen harvesting ice. A young boy named Kristoff and his pet reindeer, Sven, is among them (""Frozen Heart""). Elsa, Princess of Arendelle, possesses cryokinetic powers, with which she is able to produce or manipulate ice, frost and snow at will. One night while playing, she accidentally injures her younger sister, Anna. Their shocked parents, the king and queen, seek help from the troll king, who heals Anna and removes her memories of Elsa's magic. The royal couple isolate the sisters in the castle until Elsa learns to control her magical powers. Afraid of hurting Anna again, and with her ability to control her powers deteriorating, Elsa spends most of her time alone in her room, refusing even to speak to Anna and a rift develops between the sisters as they grow up; when the girls are teenagers, their parents die at sea during a storm (""Do You Want to Build a Snowman?""). When Elsa comes of age, the kingdom prepares for her coronation (""For the First Time in Forever""). Among the guests is the Duke of Weselton, who seeks to exploit Arendelle for profit. Excited to be allowed out of the castle again, Princess Anna explores the town and meets Prince Hans of the Southern Isles; the two quickly develop a mutual attraction. Despite Elsa's fears, her coronation takes place without incident. During the reception, Hans proposes to Anna, who hastily accepts (""Love Is An Open Door""). However, Elsa refuses to grant her blessing and forbids their sudden marriage. The sisters argue, culminating in the exposure of Elsa's abilities in an emotional outburst. Declared a monster by the Duke, a panicking Elsa flees the castle, while inadvertently unleashing an eternal winter on the kingdom. High in the nearby mountains, she abandons her restraint, vowing to never return and building herself a solitary ice palace (""Let It Go""). Meanwhile, Anna leaves Hans in charge of Arendelle and sets out in search of her sister, determined to return her to Arendelle, end the winter and mend their relationship. While obtaining supplies from 'Wandering Oaken's Trading Post and Sauna', Anna meets Kristoff and Sven (""Reindeers Are Better Than People""). She convinces Kristoff to guide her up the North Mountain. On their journey, the group encounters Olaf, Anna and Elsa's childhood snowman whom the latter recreated and unknowingly brought to life. Olaf dreams of seeing and experiencing summer for the first time (""In Summer""). He then leads them to Elsa's hideaway. Anna and Elsa reunite, but Elsa still fears hurting her sister. When Anna insists that Elsa return, she becomes agitated and her powers lash out, accidentally striking Anna in the heart (""For the First Time In Forever (Reprise)""). Horrified, Elsa forces Anna, Kristoff and Olaf to leave by creating a giant snow creature named Marshmallow that chases them away from her palace. As they flee, Kristoff becomes concerned when he sees Anna's hair turning white. He seeks help from the trolls, his adoptive family, who explain that Anna's heart has been frozen by Elsa (""Fixer Upper""), and that unless it can be thawed by an ""act of true love"", she will become frozen solid forever. Believing that only Hans can save her with a true love's kiss, Kristoff races back with her to Arendelle. Hans, who is himself leading a search for Anna, reaches Elsa's palace. In the ensuing battle against the duke's men, Elsa is knocked unconscious by a falling chandelier and imprisoned in Arendelle. There, Hans pleads with her to undo the winter, but Elsa confesses that she has no idea how. When Anna reunites with Hans and begs him to kiss her to break the curse, Hans refuses and reveals that his true intention in marrying her is to seize control of Arendelle's throne. Leaving Anna to die, he charges Elsa with treason for her younger sister's apparent death. Elsa escapes and heads out into the blizzard on the fjord. Olaf comes across Anna and reveals Kristoff is in love with her; they then escape onto the fjord to find him. Hans confronts Elsa, telling her Anna is dead because of her. In Elsa's despair, the storm suddenly ceases, giving Kristoff and Anna the chance to locate each other. Nevertheless, Anna, seeing that Hans is about to kill Elsa, throws herself between the two just as she freezes solid, blocking Hans' attack. As Elsa grieves for her sister, Anna begins to thaw, since her decision to sacrifice herself to save her sister constitutes an ""act of true love"". Realizing love is the key to controlling her powers, Elsa thaws the kingdom and gives Olaf his own personal flurry so he can survive in summer. Hans is deported to the Southern Isles to face punishment for his crimes against the royal family of Arendelle, while Elsa cuts off trade with Weselton. The two sisters reconcile and Elsa promises never to shut the castle gates again."	['Olaf']	Who dreams of seeing and experiencing summer for the first time?
The film depicts the story of Oscar Grant III, a 22-year-old from Hayward, California, and his experiences on the last day of his life, before he was fatally shot by BART Police in the early morning hours of New Year's Day 2009. The movie begins with the actual footage of Oscar Grant and his friends being detained by the BART Police at the Fruitvale BART station on January 1, 2009 in Oakland California at 2:15 am before the killing. The film shows scenes of him and his girlfriend Sophina arguing about Grant's recent infidelity. It later shows Grant unsuccessfully attempting to get his job back at the grocery store. He briefly considers selling some marijuana but in the end decides to dump the stash. Grant later attends a birthday party for his mother and tells her afterward that he will take BART to see fireworks and other New Year's festivities in San Francisco. On the return train, Katie, a customer at the grocery store where Grant used to work, recognizes Grant and calls out his name. A former inmate, from when Grant was in prison (shown in an earlier flashback), then recognizes Grant and attempts to assault him, starting a disturbance that leads the BART Police to intervene. Amid the chaos, Grant's girlfriend calls and asks where he is; he assures her he is fine. In the end, after Grant is restrained on the station platform, a BART Police officer shoots him in the back. Grant is rushed to a hospital but later dies. In the post-credits scene, title cards show that Grant's death sparked a series of protests and riots across the city and that the incident was recorded by several witnesses, either by cell phone or video camera. The BART Police officers who were involved were fired and the one who shot Grant was later tried and found guilty of involuntary manslaughter, claiming he mistook his gun for his Taser, and served an 11-month sentence. There is also footage of a gathering of people celebrating Grant's life on New Year's Day 2013 with the real-life, much older Tatiana (Grant's daughter) standing among them.	['Sophia', 'Sophina.']	What is the name of Oscar's girlfriend?
