question	answers	context
"Cap'n Bill, a sailor with a wooden peg-leg, and his friend, a little girl named Trot, set out from California on a calm day for a short ride in their row-boat. A freak whirlpool capsizes their boat and pulls them under water, where they are carried by mermaids (referred to but not seen) to a cave. They are soon joined by a flying creature called an Ork. Passing through a dark tunnel out of the cave, the three arrive at an island inhabited by a grim man calling himself Pessim the Observer. Cap'n Bill and Trot reduce their size by eating magic shrinking-berries, and the Ork carries them away from the island to the land of Mo, where they eat another type of magic berries and resume their normal size. They meet the Bumpy Man, who specializes in serving sugar and molasses and has some of their appearance too. After dining on Mo rain (lemonade) and Mo snow (popcorn), they run into Button Bright, the boy from The Road to Oz who has gotten lost again. Cap'n Bill calls down some of the native birds (who, like all birds in fairy countries, can talk back) and offers them the ""growing"" berries to make them large enough to carry himself, Trot, and Button-Bright to the land of Oz. When they make it across the desert, Button-Bright, Cap'n Bill, and Trot are set down in a field and the Ork leaves them to find his own country, which he got lost from on a routine flight. The place Button-Bright, Cap'n Bill, and Trot have arrived in, Jinxland, is cut off from the rest of Oz by a range of high mountains and a bottomless crevice. The kingdom has had a turbulent recent history. The rightful king of Jinxland, King Kynd, was removed by his prime minister Phearse, who was in turn removed by his prime minister Krewl who now rules over the land. An unpleasant but wealthy citizen named Googly-Goo seeks to marry King Kynd's daughter, Princess Gloria; however, she is in love with Pon, the current gardener's boy, who is the son of the first usurper Phearse. King Krewl and Googly-Goo hire a witch named Blinkie to freeze Gloria's heart so that she will no longer love Pon. Cap'n Bill happens on this plot, and to keep him from interfering, Blinkie turns him into a grasshopper. She then freezes Gloria's heart. Googly-Goo proposes to her, but now that her heart is frozen, she does not love anyone at all, including Googly-Goo, whose proposal she scornfully declines. The Scarecrow is at Glinda's palace in the Quadling Country and learns about these events from reading Glinda's Great Book of Records, a magical volume which transcribes every event in the world at the instant it happens. The Scarecrow wants to help Cap'n Bill, Button-Bright, and Trot, and Glinda sends him to Jinxland with some of her magic to aid him. The Scarecrow travels to Jinxland and joins forces with Trot, Cap'n Bill (who is still a grasshopper), and the Ork, who flies off to his homeland for reinforcements. The Scarecrow attempts to depose Krewl and is captured, with Googly-Goo suggesting the Scarecrow be burned, but then the Ork arrives just in time with fifty other Orks, who attack the Jinxlanders and turn the tables on Krewl. The victorious party then arrives at Blinkieâs and makes her undo her magic on Cap'n Bill and Princess Gloria by using a magic powder to shrink her in size. When she has undone her evil spells, the Scarecrow stops Blinkie's shrinking, but she remains at a small size and loses all her magic powers. Gloria takes the throne of Jinxland and elevates Pon to be her royal consort, and the Scarecrow, Button-Bright, Cap'n Bill, Trot, and the Orks return to the Emerald City for a celebration."	['Mountains and bottomless crevice.', 'A mountain range and a crevice']	What separates Jinxland from the rest of Oz?
Mademoiselle de Chartres is a sheltered heiress, sixteen years old, whose mother has brought her to the court of Henri II to seek a husband with good financial and social prospects. When old jealousies against a kinsman spark intrigues against the young ingénue, the best marriage prospects withdraw. The young woman follows her mother's recommendation and accepts the overtures of a middling suitor, the Prince de Clèves. After the wedding, she meets the dashing Duke de Nemours. The two fall in love, yet do nothing to pursue their affections, limiting their contact to an occasional visit in the now-Princess of Clèves's salon. The duke becomes enmeshed in a scandal at court that leads the Princess to believe he has been unfaithful in his affections. A letter from a spurned mistress to her paramour is discovered in the dressing room at one of the estates—a letter actually written to the Princess' uncle, the Vidame de Chartres, who has also become entangled in a relationship with the Queen. He begs the Duke de Nemours to claim ownership of the letter, which ends up in the Princess' possession. The duke has to produce documents from the Vidame to convince the Princess that his heart has been true. Eventually, the Prince de Clèves discerns that his wife is in love with another man. She confesses as much. He relentlessly quizzes her—indeed tricks her—until she reveals the man's identity. After he sends a servant to spy on the Duke de Nemours, the Prince de Clèves believes that his wife has been unfaithful in more than just her emotions. He becomes ill and dies (either of his illness or of a broken heart). On his deathbed, he blames the Duke de Nemours for his suffering and begs the Princess not to marry him. Now free to pursue her passions, the Princess is torn between her duty and her love. The duke pursues her more openly, but she rejects him, choosing instead to enter a convent for part of each year. After several years, the duke's love for her does finally fade, and she, still relatively young, passes away in obscurity.	['He beg her not to marry Duke', 'begs her not to marry the Duke']	What did Prince Cleve beg his wife not to do before he died?
"The film opens with archival footage of police raiding gay bars and arresting patrons during the 1950s and 1960s, followed by Dianne Feinstein's November 27, 1978 announcement to the press that Harvey Milk (Sean Penn) and Mayor George Moscone (Victor Garber) had been assassinated. Milk is seen recording his will throughout the film, nine days (November 18, 1978) before the assassinations. The film then flashes back to New York City in 1970, the eve of Milk's 40th birthday and his first meeting with his much younger lover, Scott Smith (James Franco). Dissatisfied with his life and in need of a change, Milk and Smith decide to move to San Francisco in the hope of finding larger acceptance of their relationship. They open Castro Camera in the heart of Eureka Valley, a working-class neighborhood in the process of evolving into a predominantly gay neighborhood known as The Castro. Frustrated by the opposition they encounter in the once Irish-Catholic neighborhood, Milk utilizes his background as a businessman to become a gay activist, eventually becoming a mentor for Cleve Jones (Emile Hirsch). Early on, Smith serves as Milk's campaign manager, but he grows frustrated with Milk's devotion to politics, and he leaves him. Milk later meets Jack Lira (Diego Luna), a sweet-natured but unbalanced young man. As with Smith, Lira cannot tolerate Milk's devotion to political activism, and eventually hangs himself. Milk clashes with the local gay ""establishment"" which he feels to be too cautious and risk-averse. After two unsuccessful political campaigns in 1973 and 1975 to become a city supervisor and a third in 1976 for the California State Assembly, Milk finally wins a seat on the San Francisco Board of Supervisors in 1977 for District 5. His victory makes him the first openly gay man to be voted into major public office in California and the third openly homosexual politician in the entire US. Milk subsequently meets fellow Supervisor Dan White (Josh Brolin), a Vietnam veteran and former police officer and firefighter. White, who is politically and socially conservative, has a difficult relationship with Milk, and develops a growing resentment for Milk when he opposes projects that White proposes. Milk and White forge a complex working relationship. Milk is invited to, and attends, the christening of White's first child, and White asks for Milk's assistance in preventing a psychiatric hospital from opening in White's district, possibly in exchange for White's support of Milk's citywide gay rights ordinance. When Milk fails to support White because of the negative effect it will have on troubled youth, White feels betrayed, and ultimately becomes the sole vote against the gay rights ordinance. Milk also launches an effort to defeat Proposition 6, an initiative on the California state ballot in November 1978. Sponsored by John Briggs (Denis O'Hare), a conservative state legislator from Orange County, Proposition 6 seeks to ban gays and lesbians (in addition to anyone who supports them) from working in California's public schools. It is also part of a nationwide conservative movement that starts with the successful campaign headed by Anita Bryant and her organization Save Our Children in Dade County, Florida to repeal a local gay rights ordinance. On November 7, 1978, after working tirelessly against Proposition 6, Milk and his supporters rejoice in the wake of its defeat. A desperate White favors a supervisor pay raise, but does not get much support, and shortly after supporting the proposition, resigns from the Board. He later changes his mind and asks to be reinstated. Mayor Moscone denies his request, after being lobbied by Milk. On the morning of November 27, 1978, White enters City Hall through a basement window to conceal a gun from metal detectors. He requests another meeting with Moscone, who rebuffs his request for appointment to his former seat. Enraged, White shoots Moscone in his office and then goes to meet Milk, where he guns him down, with the fatal bullet delivered execution-style. The film suggests that Milk believed that White might be a closeted gay man. The last scene is a candlelight vigil held by thousands for Milk and Moscone throughout the streets of the city. Pictures of the actual people depicted in the film, and brief summaries of their lives follow."	['A psychiatric hospital', 'a psychiatric hospital']	What does White want to prevent from opening in his district?
"The story begins before the three-quarters wolf-dog hybrid is born, with two men and their sled dog team on a journey to deliver a coffin to a remote town named Fort McGurry in the higher area of the Yukon Territory, Canada. The men, Bill and Henry, are stalked by a large pack of starving wolves over the course of several days. Finally, after all of their dogs and Bill have been eaten, four more teams find Henry trying to escape from the wolves; the wolf pack scatters when they hear the large group of people coming. The story then follows the pack, which has been robbed of its last prey. When the pack finally brings down a moose, the famine is ended; they eventually split up, and the story now follows a she-wolf and her mate, One Eye. The she-wolf gives birth to a litter of five cubs by the Mackenzie River, and all but one die from hunger. One Eye is killed by a lynx while trying to rob her den for food for the she-wolf and her cub; his mate later discovers his remains near the lynx's den. The surviving cub and the she-wolf are left to fend for themselves. Shortly afterward (possibly as revenge), the she-wolf kills all the lynx's kittens to feed her cub, prompting the lynx to track her down, and a vicious fight breaks out. The she-wolf eventually kills the lynx but suffers severe injury; the lynx carcass is devoured over a period of seven days as the she-wolf recovers from her injuries. The cub comes across five Native Americans one day, and the she-wolf comes to his rescue. One man, Grey Beaver, recognizes the she-wolf as Kiche, his brother's wolfdog, who left during a famine. Grey Beaver's brother is dead, so he takes Kiche and her cub and christens the cub White Fang. White Fang has a harsh life in the Indian camp; the current puppy pack, seeing him as a wolf, immediately attacks him. The Indians save him, but the pups never accept him, and the leader, Lip-lip, singles him out for persecution. White Fang grows to become a savage, callous, morose, solitary, and deadly fighter, ""the enemy of his kind"". It is at this time that White Fang is separated from his mother who is sold off to another Indian Camp. He realizes how hard life in the wild is when he runs away from camp and earns the respect of Gray Beaver when he saves his son Mit-Sah from a gang of bullies. When a famine occurs, he runs away into the woods and reunites with his mother Kiche, only for her to chase him away for she has a new litter of Cubs. He also encounters Lip-Lip whom he fights and kills before returning to the camp. When White Fang is five years old, he is taken to Fort Yukon so that Grey Beaver can trade with the gold-hunters. There, he is bought with several bottles of whiskey by a dog-fighter, Beauty Smith, who gets Grey Beaver addicted to alcohol. White Fang defeats all opponents pitted against him, including several wolves and a lynx, until a bulldog called Cherokee is brought in to fight him. Cherokee has the upper hand in the fight when he grips the skin and fur of White Fang's neck and begins to throttle him. White Fang nearly suffocates but is rescued when a rich, young gold hunter, Weedon Scott, stops the fight and forcefully buys White Fang from Beauty Smith. Scott attempts to tame White Fang, and after a long, patient effort, he succeeds. When Scott attempts to return to California alone, White Fang pursues him, and Scott decides to take the dog with him back home. In Sierra Vista, White Fang must adjust to the laws of the estate. At the end of the book, a murderous criminal, Jim Hall, tries to kill Scott's father, Judge Scott, for sentencing him to prison, not knowing that Hall was ""railroaded"". White Fang kills Hall and is nearly killed himself but survives. As a result, the women of Scott's estate name him ""The Blessed Wolf."" The story ends with White Fang relaxing in the sun with the puppies he has fathered with the sheep-dog Collie."	['The puppy pack']	Who does not accept white fang?
"In the last two days of 1999, Los Angeles has become a dangerous war zone. As a group of criminals rob a Chinese restaurant, the event is recorded by a robber wearing a SQUID, an illegal electronic device that records events directly from the wearer's cerebral cortex, and when played back through a MiniDisc-like device, allows a user to experience the recorder's memories and physical sensations. Lenny Nero, a former LAPD officer turned black marketeer of SQUID recordings, agrees to buy the robbery clip from his main supplier, Tick. Elsewhere, a prostitute named Iris, who is a friend of Lenny's ex-girlfriend Faith Justin, is being chased by LAPD officers Burton Steckler and Dwayne Engelman as she flees to the subway. Iris manages to escape on a rapid transit after her wig is pulled off by Engleman, revealing a SQUID recorder headset. Lenny pines for Faith and relies on his two best friends, bodyguard and limousine driver Lornette ""Mace"" Mason and private investigator Max Peltier, for emotional support. Mace has unrequited feelings for Lenny from the past, from when he was still a cop and stepped in as a dependable father figure for her son after her boyfriend was arrested on drug charges, but disapproves of his SQUID-dealing business. While Lenny and Max are drinking together at a bar, Iris drops a SQUID disc through the sunroof of Lenny's car, but his car is towed away before he sees it. He is then picked up by Mace, who eventually agrees to take him to a nightclub where Faith is going to sing. In the club, Lenny receives a SQUID disc from a contact and then tries to get Faith away from her new boyfriend, music industry mogul Philo Gant, but to no avail. While in the car with Mace, Lenny plays the disc the contact gave him and watches Iris being brutally raped and murdered by an attacker at the Sunset Regent hotel. As they approach the hotel, Iris is taken out on a stretcher. The next day, Lenny and Mace take the disc to Tick, who cannot identify the source of the recording, but recalls that Iris was looking for Lenny. Mace deduces that Iris may have left something in Lenny's car, and the two go to the impound and find Iris's disc. Steckler and Engleman appear and demand the disc at gunpoint, but Lenny and Mace escape in her car before being forced to stop at a dock. Steckler pours gasoline on the car and sets it on fire, but Mace drives it into the harbor, extinguishing the flames. When they reach the surface, the cops have left. Mace takes Lenny to her brother's house and watches Iris' disc. They discover that her death is tied to a cover-up of the murder of rapper Jeriko One by Steckler and Engleman, who disapprove of his politically-charged music. Lenny, Mace, and Max also learn that Tick has been rendered brain-dead from forcefully being exposed to highly amplified SQUID signals. Lenny concludes that the assault on Tick was committed by the same person who killed Iris and fears Faith will be next. Back at the nightclub, Lenny and Mace confront Faith, who tells them that Philo hired Iris to spy on Jeriko. As midnight approaches, Lenny and Mace sneak into a private party at the Westin Bonaventure Hotel that Philo is hosting for the city's wealthy elite. Lenny also gives Iris' disc to Mace so that she can deliver it to deputy police commissioner Palmer Strickland. Upon entering Philo's penthouse suite, Lenny finds another SQUID disc and Philo's body on the floor, whose brain has been damaged in the same manner as Tick's. After watching the disc, Lenny discovers that Max and Faith have become lovers and that they forced Philo to run an amplified recording of them having sex. Max and Faith then enter the room, explaining that they set Philo up because he wanted to have Faith killed for what she knew about Jeriko's death, and that he now intends to frame Lenny for Philo's murder. After a hand to hand fight, Lenny throws Max off the balcony to his death. Meanwhile on the street, Mace is pursued by Steckler and Engelman, but manages to subdue them with the help of Strickland. Lenny finds Mace and the two share a passionate kiss as the crowd celebrates the turn of the new century around them."	['Lenny']	Who throws Max off of the balcony?
"Vampire explorers in Iraq uncover an ancient tomb, which they believe belongs to Dracula, the first vampire. To keep Blade from interfering, they frame him for the murder of a human familiar. FBI agents subsequently locate Blade's hideout and kill his mentor and friend, Abraham Whistler. Demoralized, Blade surrenders and is arrested. Posing as federal marshals, the vampires persuade the authorities to turn Blade over to them. He is rescued by private investigator Hannibal King and Abigail Whistler, Abraham's daughter, who invite Blade to join their band of vampire hunters, the Nightstalkers. From them, Blade learns that Danica Talos, an old enemy of King's, has revived Dracula, or ""Drake"", with the goal of using his powers to cure vampires of their weaknesses. As Drake is too powerful to kill via normal means, the Nightstalkers have created an experimental bioweapon known as Daystar, capable of killing vampires at the genetic level. However, they have failed to make it effective. Eager to test Blade, Drake isolates him from the Nightstalkers, as he considers them unworthy of challenging him. He explains that all humans and vampires are inferior in his eyes and that he intends to wipe them from the Earth. Abigail finds evidence of Drake's true plan: a network of farms where humans are drained of their blood for vampire consumption. In an act of euthanasia, Blade deactivates the farm's life support systems. Returning to the Nightstalkers's hideout, they find all of them dead except for King and a young girl named Zoe, who have been taken captive. A recording left by Daystar's creator reveals that Blade's blood is needed to render it effective, but only at the cost of his life. King is tortured by the vampires for information, but refuses to talk, even when they threaten to feed him Zoe's blood. Blade and Abigail arrive and free the captives. Drake easily bests Blade in single combat and prepares to kill him with an arrow filled with Daystar. At the last second, Blade stabs him with it, triggering a chemical reaction that kills Danica and the rest of her followers. As Drake slowly succumbs to his wounds, he praises Blade for fighting honorably, but warns him that he will eventually become a vampire. From here there are several different endings: Theatrical ending: Using the last of his power, Drake disguises himself as Blade. The FBI recover the body and declare Blade legally dead, allowing him to continue his war against vampires. Unrated ending: Blade faints and is captured by the FBI, while Drake's body is not recovered. Seconds before his autopsy, Blade awakes and attacks a nurse. It is not clear whether Blade has become a vampire as Drake predicted, or if he is simply thirsty for blood. This is the ending seen on the director's cut of the film, and commentary on the DVD indicates it was the ending Goyer intended. Werewolf ending: With Daystar having exterminated the vampire race, Blade formally retires from hunting. King and Abigail reestablish the Nightstalkers and turn their attention to a new foe: werewolves. This version of the ending was used in the novelization of the film and is included on the DVD as an extra."	['A private investigator who rescues Blade.', 'A private investigator.']	In the story, who is Hannibal King?
"Eddie ""Hudson Hawk"" Hawkins (Bruce Willis)—""Hudson Hawk"" is a nickname for the bracing winds off the Hudson River—is a master burglar and safe-cracker, attempting to celebrate his first day of parole from prison with a cappuccino. Before he can get it, he is blackmailed by various entities, including his own parole officer, a minor Mafia family headed by the Mario Brothers, and the CIA into doing several dangerous art heists with his singing partner in crime, Tommy ""Five-Tone"" Messina (Danny Aiello). The holders of the puppet strings turn out to be a ""psychotic American corporation"", Mayflower Industries, run by husband and wife Darwin (Richard E. Grant) and Minerva Mayflower (Sandra Bernhard) and their blade-slinging butler, Alfred (Donald Burton). The company, headquartered in the Esposizione Universale Roma, seeks to take over the world by reconstructing La Macchina dell'Oro, a machine purportedly invented by Leonardo da Vinci (Stefano Molinari) that converts lead into gold. A special assembly of crystals needed for the machine to function are hidden in a variety of Leonardo's artworks: the maquette of the Sforza, the Da Vinci Codex, and a scale model of DaVinci's helicopter design. Sister Anna Baragli (Andie MacDowell) is an operative for a secretive Vatican counter-espionage agency, which has arranged with the CIA to assist in the Roman portion of Hawk's mission, though apparently intending all along to foil the robbery at St. Peter's Basilica. Throughout the adventure, Hudson is foiled in attempts to drink a cappuccino. After blowing up an auctioneer to cover up the theft of the Sforza, the Mario Bros. take Hawk away in an ambulance. Hawk sticks syringes into Antony Mario's face and falls out of the ambulance on a gurney, and the Marios try to run him down with the ambulance as his gurney speeds along the highway. The brothers are killed when their driver, startled by the array of syringes in Antony's face, crashes the ambulance. Immediately afterwards, Hawk meets CIA head George Kaplan (James Coburn) and his CIA agents–Snickers (Don Harvey), Kit Kat (David Caruso), Almond Joy (Lorraine Toussaint), and Butterfinger (Andrew Bryniarski)–who take him to Darwin and Minerva Mayflower. Hawk successfully steals the Da Vinci Codex from another museum, but later refuses to steal the helicopter design. Tommy Five-Tone fakes his death so they can escape. They are discovered and attacked by the CIA Agents, and Kaplan reveals that he and his agents stole the piece, and unlike Tommy and Hudson, had no problem killing the guards. Hawk and Tommy cause Snickers and Almond Joy to be killed by their own explosive device, and they escape. Kit Kat and Butterfinger take Anna to the castle where the Macchina dell'Oro is being reconstructed. A showdown takes place at the castle between the remaining CIA agents, the Mayflowers, and the team of Hudson, Five-Tone, and Baragli. Kit Kat and Butterfinger are betrayed and killed by Minerva. Tommy fights Darwin and Alfred inside Darwin's speeding limo, and Hudson fights George Kaplan on the roof of the castle. Kaplan topples from the castle and lands of the roof of the limo. Alfred plants a bomb in the limo and escapes with Darwin; Tommy is trapped inside and Kaplan is hanging onto the hood. The bomb detonates as the limo speeds over a cliff. Darwin and Minerva force Hawk to put together the crystal powering the machine, but Hawk intentionally leaves out one small piece. When the Mayflowers activate the machine, it malfunctions and explodes, killing Minerva and Darwin. Hawk battles Alfred, using Alfred's own blades to decapitate him. Hawk and Baragli escape the castle and discover Tommy waiting for them at a cafe, having miraculously escaped death. Hawk finally gets to enjoy a cappuccino."	['Bruce Willis']	Who is Hudson Hawk?
"The novel's events occupy eighteen books. The kindly and wealthy Squire Allworthy and his sister Bridget are introduced in their wealthy estate in Somerset. Allworthy returns from London after an extended business trip and finds an abandoned baby sleeping in his bed. He summons his housekeeper, Mrs Deborah Wilkins, to take care of the child. After searching the nearby village, Mrs Wilkins is told about a young woman called Jenny Jones, servant of a schoolmaster and his wife, as the most likely person to have committed the deed. Jenny is brought before them and admits being the baby's mother but refuses to reveal the father's identity. Mr Allworthy mercifully removes Jenny to a place where her reputation will be unknown. Furthermore, he promises his sister to raise the boy, whom he names Thomas, in his household. Two brothers, Dr Blifil and Captain Blifil, regularly visit the Allworthy estate. The doctor introduces the captain to Bridget in hopes of marrying into Allworthy's wealth. The couple soon marry. After the marriage, Captain Blifil begins to show a coldness to his brother, who eventually feels obliged to leave the house for London where he soon dies ""of a broken heart"". Captain Blifil and his wife start to grow cool towards one another, and the former is found dead from apoplexy one evening after taking his customary evening stroll prior to dinner. By then he has fathered a boy, who grows up with the bastard Tom. Tom grows into a vigorous and lusty, yet honest and kind-hearted, youth. His first love is Molly, gamekeeper Black George's second daughter and a local beauty. She throws herself at Tom; he gets her pregnant and then feels obliged to offer her his protection. After some time, however, Tom finds out that Molly is somewhat promiscuous. He then falls in love with a neighbouring squire's lovely daughter, Sophia Western. Tom's status as a bastard causes Sophia's father and Allworthy to oppose their love; this criticism of class friction in society acted as a biting social commentary. The inclusion of prostitution and sexual promiscuity in the plot was also original for its time, and the foundation for criticism of the book's ""lowness"". Sophia's father, Squire Western, is intent on making Sophia marry the hypocritical Master Blifil, but she refuses, and tries to escape from her father's influence. Tom, on the other hand, is expelled from Allworthy's estate for his many misdemeanours, and starts his adventures across Britain, eventually ending up in London. Amongst other things, he joins the army for a brief duration, finds a servant in a barber-surgeon named Partridge (who habitually spouts Latin non sequiturs), beds two older women (Mrs Waters and Lady Bellaston), and very nearly kills a man in a duel, for which he is arrested. Eventually the secret of Tom's birth is revealed, after a short scare that Mrs Waters (who is really Jenny Jones) is his birth mother, and that he has committed incest. Tom's real mother is Bridget, who conceived him after an affair with a schoolmaster â hence he is the true nephew of Squire Allworthy himself. After finding out about Tom's half-brother Master Blifil's intrigues, Allworthy decides to bestow the majority of his inheritance to Tom. Tom and Sophia Western marry, after this revelation of his true parentage, as Squire Western no longer harbours any misgivings over Tom marrying his daughter. Sophia bears Tom a son and a daughter, and the couple live on happily with the blessings of Squire Western and Squire Allworthy."	['brifget', 'Bridget']	Who is Tom's mother?
"The work is divided into two main parts, the Rechtslehre and the Tugendlehre. Mary J. Gregor's translation (1991) explains these German terms as, respectively, The ""Doctrine of Right, which deals with the rights that people have or can acquire, and the Doctrine of Virtue, which deals with the virtues they ought to acquire. Rechtslehre has also been translated as the Science of Right (Hastie) or the Metaphysical Elements of Justice (Ladd). It is grounded in republican interpretation of origins of political community as civil society and establishment of positive law. Published separately in 1797, the Doctrine of Right is one of the last examples of classical republicanism in political philosophy. The Doctrine of Right contains the most mature of Kant's statements on the peace project and a system of law to ensure individual rights. The Doctrine of Virtue develops further Kant's ethical theory, which Kant first laid out in the Groundwork of the Metaphysics of Morals (1785). Kant particularly emphasizes treating humanity as an end in itself; in fact the Kant's retake of the second formulation of the categorical imperative (e.g. Groundwork of the Metaphysics of Morals) makes possible to deduce duties. The duties are analitically treated by Kant, who distinguishes: 1) duties towards ourselves; 2) duties towards others. The duties are: 1) perfect duties; 2) imperfect duties. Kant thinks imperfect duties let a latitudo: i.e., the possibility of choose maxims. The perfect duties instead do not let any latitudo and determine exactly the maxims of actions."	['The duties contained within the Doctrine of Right', 'The duties']	What do the categories of imperfect and perfect refer to?
"In 1988, following a 400% increase in crime, the United States Government has turned Manhattan into a giant maximum-security prison. A 50-foot (15Â m) containment wall surrounds the island and routes out of Manhattan have been dismantled or mined, while armed helicopters patrol the rivers. In 1997, while travelling to a peace summit between the United States, China and the Soviet Union, Air Force One is hijacked by a terrorist. The President is given a security bracelet, and has a briefcase (containing an audiotape describing a powerful new bomb) handcuffed to his wrist. He makes it to an escape pod, and lands in Manhattan just before Air Force One crashes, killing everyone else aboard. Police officers are dispatched to rescue the President. However, Romero, the right-hand man of the Duke of New York, the top crime boss in the prison, warns them that the Duke has taken the President hostage, and that he will be killed if the police mount any further rescue attempts. Police Commissioner Bob Hauk offers a deal to ""Snake"" Plissken, a former Special Forces soldier convicted of attempting to rob the Federal Reserve in Denver, Colorado: if Snake rescues the President and retrieves the cassette tape, Hauk will arrange a presidential pardon. To ensure his compliance, Hauk has him injected with explosives that will rupture Snake's carotid arteries within 22 hours; if Snake returns with the President and the tape in time, Hauk will neutralize the explosives. Snake is sent into Manhattan in a stealth glider, landing atop the World Trade Center. He tracks the President's life-monitor bracelet to a vaudeville theatre, only to find it on the wrist of an old man. He meets ""Cabbie,"" who takes Snake in his armored taxi cab to Harold ""Brain"" Hellman, an advisor to the Duke based in the New York Public Library. Brain tells Snake that the Duke plans to unify the gangs in a mass exodus across the heavily-guarded Queensboro Bridge, using the President as a human shield and a map Brain has created to avoid the mines. Snake forces Brain and his girlfriend Maggie to lead him to the Duke's compound at Grand Central Station. He finds the President and tries to free him, but is captured by the Duke's men. While Snake is forced to fight to the death with Slag, a prisoner, Brain and Maggie trick Romero into letting them see the President, killing him and fleeing with the President. As Snake kills Slag, the Duke learns of Brain's treachery and rallies his gang to chase them down. Snake, Brain, Maggie, and the President attempt to use Snake's glider to escape from New York. After a group of crazies destroy it, the group returns to the street and encounters Cabbie, who offers to take them across the bridge. When Cabbie reveals that he has the secret tape (having traded it to Romero earlier for his hat), the President demands it, but Snake keeps it. With the Duke chasing in another car, the cab is blown in half by a mine and Cabbie is killed. As they flee on foot, Brain is killed when he steps on another mine. Maggie refuses to leave him, and shoots repeatedly at the Duke; he runs her over. Snake and the President reach the wall and the guards raise the President on a rope. The Duke kills the guards and attacks Snake, but the President, now armed atop the wall, gleefully shoots the Duke dead. Snake is lifted to safety and the implanted explosives are deactivated with seconds to spare. As the President prepares for a televised speech to the leaders at the summit meeting, he thanks Snake for saving him. Snake asks how he feels about the people who died saving his life, but the President only offers halfhearted regret. Hauk offers Snake a job, but Snake walks away. The President's speech commences, and he offers the contents of the cassette; to his embarrassment, the tape is Cabbie's cassette of the swing song ""Bandstand Boogie"". As Snake walks away, he tears the magnetic tape out of the real cassette."	['a song', 'Bandstand Boogie.']	What did the summit meeting leaders hear on the secret tape?
