question	answers	context
"British naturalist Charles Darwin is a young father who lives a quiet life in an idyllic village. He is a brilliant and deeply emotional man, devoted to his wife and children. Darwin is especially fond of his eldest daughter Annie, a precocious and inquisitive ten-year-old. He teaches her much about nature and science, including his theory of evolution, and tells her stories of his travels. Her favourite story, despite the sad ending, is about the young orangutan Jenny, who is brought from Borneo to the London Zoo, where she finally died of pneumonia in the arms of her keeper. Darwin is furious when he learns that the family clergyman has made Annie kneel on rock salt as punishment for contradicting him about dinosaurs, as their existence and extinction contradicts the church's position that life is unchanging and that the Earth is very young. Having returned from his expedition in the Galapagos Islands 15 years earlier, Darwin is still trying to finish a manuscript about his findings, which will substantiate his theory of evolution. The delay is caused by anxiety about his relationship with his devoutly religious wife, Emma, who fundamentally opposes his ideas and understands the threat to their religion that his work poses. Emma worries that she may go to heaven and he may not, separating them for eternity. The film shows Annie in flashbacks and hallucinations, a vibrant apparition who goads her father to address his fears and finish his big work. It is apparent that Annie has died, and that her death is a taboo subject between Darwin and Emma, as both feel intense blame for her death. As a result of the strained relations between Charles and Emma, they stop making love entirely. Anguished, Darwin begins to suffer from a mysterious, fatiguing illness. It is revealed that after Annie becomes ill in 1851, Darwin takes her to the Worcestershire town of Malvern for James Manby Gully's water cure therapy, against Emma's will. Annie's condition worsens, and she ultimately dies after her father, at her request, tells her Jenny's story once more. Darwin is devastated, and her death sharpens his conviction that natural laws have nothing to do with divine intervention. To his contemporaries, this is an idea so dangerous it seems to threaten the existence of God. In a box in Darwin's study, we discover the notes and observations that will become On the Origin of Species. Having read his 230-page synopsis, Darwin's friends in the scientific community, Joseph Dalton Hooker and Thomas Henry Huxley, also encourage him. Huxley admiringly tells Darwin that with his theory he has ""killed God"", which fills Darwin with dread. In his hallucinations, he also feels that Annie disapproves of his procrastination. Darwin receives a letter from Alfred Russel Wallace in 1858, which details the same findings as Darwin in 20 pages. He has mixed feelings about this; all his work may have been in vain, but on the other hand, as he will not have to write his book, the discord with Emma will heal. However, Darwin's friends urge him to continue, as his book is much more comprehensive. After receiving treatment at Malvern himself, Darwin makes a pilgrimage to the hotel where Annie died. The journey marks a change in him; upon his return home, he is able to reconnect with his wife, and they speak to each other for the first time of their fears and grief over Annie's death. They specifically speak about the possibility that Annie died because she was genetically weak, as Darwin and Emma are closely related cousins. Their renewed devotion restores Darwin's health, and he is able to resume his work, as it also restores Emma's faith in their marriage, and she regains her strength to support his controversial work. Darwin decides that Emma must make the decision about publishing his work. After reading the manuscript, she quietly returns it to him, having addressed the package to John Murray publishers in London. Emma accepts that she is an ""accomplice"" now, but hopes that God will forgive them both. Darwin walks down the lane, holding the package. When the postman arrives, Darwin falters, almost letting him go empty-handed. The postman rides away, unaware of the powerful idea about to be released onto the world. As Darwin walks home, the little figure of Annie walks alongside him."	['killed God', 'Killed God.']	After reading Darwin's synopsis, what do Darwin's friends tell him he has done?
"The film explores several flashbacks and present timelines to show how Dean and Cindy became involved. Dean is a young high school dropout, working for a moving company in Brooklyn. Cindy is a pre-med student living with her constantly fighting parents and also caring for her grandmother in Pennsylvania. Cindy and Dean meet at Cindy's grandmother's nursing home while Dean is delivering a new resident's furniture and they begin dating afterwards. Cindy discovers she is pregnant, and tells Dean that the baby is most likely not his, as her ex-boyfriend Bobby didn't use protection. Dean asks Cindy whether or not she wants to keep the baby. At an abortion clinic, Cindy decides at the last moment to cancel the procedure, and on a bus ride home, Dean tells her he doesn't mind if the child is not his, and that he wants to begin a family with her. Before the wedding, Bobby finds out about Dean, and beats him up. Five years later, the couple lives in rural Pennsylvania with their daughter Frankie. Dean works at painting houses while Cindy is a nurse at a clinic. One evening, Dean insists on taking Cindy out for a romantic getaway at a motel so they can have some time off from their preoccupied lives, much to Cindy's reluctance. While buying wine in a liquor store, Cindy sees Bobby, who asks Cindy if she has ever cheated on her husband. She hesitates, but eventually says no. In the car, Cindy and Dean get into an argument when she mentions seeing Bobby again. At the motel, they continue fighting during sex. Cindy is called away early in the morning to work at the clinic, and she leaves a note for Dean. At the clinic, Cindy's boss, Dr. Feinberg, talks to her about a position he had offered her, and asks if she would move closer to work, suggesting that they would be able to spend time together on weekends. Visibly upset, Cindy says she previously thought he was offering her the position because she was good at her job. Angered that Cindy left the motel without waking him, Dean shows up drunk at the clinic, leading to a violent altercation with Dr. Feinberg. Cindy says she wants a divorce after Dr. Feinberg fires her. After leaving the clinic, Dean tries to persuade Cindy to give the marriage another chance, asking if she wants their daughter to grow up in a broken home. Cindy says she does not want Frankie to grow up with parents who are so hateful to each other. Dean reminds Cindy of their wedding vows, and the two apologize to each other. Dean is seen walking away from the house, with Frankie running after him. Dean tells Frankie to go back to her mom despite Frankie begging him to stay. Dean tricks Frankie by challenging her to a race in an attempt to send her back to Cindy, and he continues walking away while Cindy picks up an upset Frankie, who cries ""I love him""."	"['Bobby.', ""She thinks the baby could be Bobby's because they didn't use protection.""]"	Who does Cindy think is the father to her baby?
In an unnamed American city, soon-to-be-retiring detective William Somerset (Freeman) is partnered with short-tempered but idealistic David Mills (Pitt), who recently transferred to the department, moving to the city with his wife Tracy (Paltrow). Mills introduces Somerset to Tracy, after which Somerset becomes her confidant. Tracy is unhappy with the city and feels it is no place to raise a child. She discloses to Somerset that she is pregnant and has yet to inform her husband. Somerset sympathizes with her, having a similar situation with his ex-girlfriend many years earlier, and advises her to tell Mills only if she plans on keeping the child. Somerset and Mills investigate a pair of murders. The first victim is an obese man forced to eat until his stomach ruptured. The second was a wealthy defense attorney who died from both fatal bloodletting and the removal of a pound of flesh. At each crime scene, the murderer leaves behind clues for the detectives, including a single word: gluttony at the obese man's home and greed at the attorney's office. Somerset recognizes them as part of the seven deadly sins and realizes the murders are related. Other clues lead them to a possible perpetrator's apartment. There, they find another victim, a known drug dealer and child molester, strapped to a bed, barely alive and emaciated, with a series of pictures indicating he had been tied to the bed for an entire year. The word sloth is scrawled on the wall. The photos also indicate the killer has been planning these deaths for some time. Somerset and Mills identify a man named John Doe (Spacey), who has checked out several library books on the deadly sins. Doe flees when they go to his apartment, and Mills gives chase. Doe eventually corners Mills and holds him at gunpoint, but after a few moments, turns and escapes. At Doe's apartment, they find hundreds of handwritten journals showing Doe's apparent psychopathy, and clues leading to a fourth victim. They arrive too late to prevent the death of the victim, a prostitute killed by an unwilling man forced by Doe to wear a bladed S&M phallic device on his genitals and to rape and kill her while severely traumatizing him. They find lust written on the door. They are alerted to their next victim, an attractive young woman, presumably a model, whose face has been mutilated by Doe; she was given the option to call for help and be disfigured, or to commit suicide by taking pills. She chooses suicide. The word pride is written on her wall. Shortly after, as Somerset and Mills return to the police station, they are approached by a man covered in blood, surrendering himself. Mills recognizes him as Doe and arrests him. They discover Doe has been removing the skin on his fingers to avoid leaving behind prints; the blood on him is from a yet-to-be-identified victim. Doe, through his lawyer, advises there are two more victims and offers to take the detectives to them and confess to all the murders, but only under very specific terms, or he will otherwise plead insanity. Somerset is wary, but Mills agrees. The two detectives, following Doe's directions, drive him to a remote desert location. Within minutes, a delivery van approaches them. Mills holds Doe at gunpoint while Somerset goes to intercept the driver, who had been instructed to bring a box to them. As Somerset recovers the box and sends the driver away, Doe begins telling Mills about how jealous he is of Mills' life and marriage to Tracy, antagonizing Mills. Somerset opens the box, and in horror, tells Mills to stay back and not listen to Doe. Doe continues to taunt Mills as Mills frantically asks what is in the box. Doe reveals that he was so jealous of Mills, he killed Tracy, her death being a result of his envy, and that her head is in the box. Doe tries to goad Mills into vengeance, to become wrath and shoot him. Somerset desperately tries to convince Mills not to shoot Doe, but then Doe reveals that Tracy was pregnant. The revelation is too much for Mills and he shoots Doe, six times. Doe's death completes the seven sins. Police converge and take a devastated Mills away. The police captain reassures Somerset that Mills will be taken care of. When asked by the Police Captain where he will be, Somerset hints that he will not retire.	"['removes the skin from his finger tips', ""He's been burning off the skin on his hands""]"	How has Doe been able to not leave fingerprints behind?
"Georgie Burgess, seven and a half years old, lives in Tampa Florida. His mother and her boyfriend abuse him savagely, but he keeps their beatings a secret. He gets in trouble at school and hasn't learned to read, but he loves looking at a book with pictures of flowers. Georgie's life changes after he wins a rosebush at a supermarket contest. After his mother's boyfriend beats him severely, police remove Georgie from his dangerous home, and his unplanted rosebush comes with him. Georgie is placed temporarily with Mrs. Sims, a cashier from the supermarket. But as his social worker and the judge find a home for him, Georgie is increasingly worried about finding a home for his rosebush. When Georgie is placed in a Catholic boys' boarding school, he is convinced that his rosebush belongs in the garden of the neighbors across the road. Though principal Sister Mary Angela tries to convince Georgie to plant it elsewhere, Georgie sneaks out at night to plant his rosebush there. The next morning, however, the infuriated neighbor, Molly Harper, rips the bush out of her garden and returns it to the school, demanding to see the principal. Georgie returns to the garden with the bush and discovers that while planting his rosebush in the dark, he has accidentally crushed the lilies planted for Molly Harper by her husband. Mrs. Harper confronts Georgie and threatens to burn his rosebush if he plants it again, but she softens upon glimpsing the infected wounds on Georgie's back left by the abuse of his past. During the confrontation, Georgie becomes ill and lapses into unconsciousness. While Georgie is delirious with fever, Mrs. Harper arranges to have the rosebush replanted in her garden and visits Georgie often. However, with her angry threat still in his mind, Georgie is unable to forgive Mrs. Harper and refuses to see her. As Georgie recovers, he forms a friendship with Timothy, whom Sister Mary Angela calls her ""public relations"" boy. Timothy explains that Mrs. Harper's husband and elder son, Paul, were recently killed in a car accident. Mrs. Harper's grief makes it difficult for her to be around boys the age of her dead son. Meanwhile, Georgie becomes friends with Mrs. Harper's younger son, Robin, who has severe cognitive impairments, and his grandfather, Mr. Collier. While Mr. Collier helps Georgie learn to read, Georgie tries to teach Robin to speak and feed the ducks. Georgie becomes closer and closer to the Harper family, playing with Robin and joining the gardener as his apprentice, but he is still unable to forgive Mrs. Harper for threatening his rosebush. After, Georgie takes Robin to the pond to feed the ducks. All the ducks follow Robin, who is holding bread. Robin falls into the pond and drowns. At Robin's grave, Georgie decides to plant his rosebush on Robin's grave, not in the garden. Mrs. Harper and Georgie start to connect over his decision and they head back toward the school. When Sister Mary Angela holds auditions for the choir, Georgie is proud to find he is a good singer with perfect pitch. When Mrs. Harper, despite struggling with her grief, brings Robin to the chapel to hear the choir, Georgie begins to feel sympathy for her. Nevertheless, he cannot bring himself to join the new dramatics class when he learns that Mrs. Harper will be teaching it. Instead, he watches every class from the audience seats, learning each role by heart from a distance. When another boy backs out, Georgie steps in to play the Mad Hatter opposite Mrs. Harper playing the part of Alice in the tea party scene from Alice in Wonderland. After speaking to her in character, Georgie finds he is able to speak to Mrs. Harper face to face and resolves to ask her the next day if she is his real mother."	"[""Robin's grandfather, Mr. Collier"", 'Mr. Collier teaches Georgie to read.']"	Who teaches Georgie to read?
"The Wonderful Visit tells how an angel spends a little more than a week in southern England. He is at first mistaken for a bird because of his dazzling polychromatic plumage, for he is ""neither the Angel of religious feeling nor the Angel of popular belief,"" but rather ""the Angel of Italian art."" As a result, he is hunted and shot in the wing by an amateur ornithologist, the Rev. K. Hilyer, the vicar of Siddermoton, and then taken in and cared for at the vicarage. The creature comes from ""the Land of Dreams"" (also the angel's term for our world), and while ""charmingly affable,"" is ""quite ignorant of the most elementary facts of civilisation."" During his brief visit he grows increasingly dismayed by what he learns about the world in general and about life in Victorian England in particular. As he grows increasingly critical of local mores, he is eventually denounced as ""a Socialist."" The vicar, his host, meanwhile comes under attack by fellow clerics, neighbours, and even servants for harbouring a disreputable character (no one but the vicar believes he comes from another world, and people take to calling him ""Mr. Angel""). The angel's one talent is his divine violin-playing, but he is discredited at a reception that Lady Hammergallow agrees to host when it is discovered that he cannot read music and confides to a sympathetic listener that he has taken an interest in the vicar's serving girl, Delia. Instead of healing, his wings begin to atrophy. The local physician, Dr. Crump, threatens to have him put in a prison or a madhouse. After the angel destroys some barbed wire on a local baronet's property, Sir John Gotch gives the vicar one week to send him away before he begins proceedings against him. The Rev. Mr. Hilyer is regretfully planning how he will take the angel to London and try to establish him there when two catastrophes abort the plan. First, the angel, who ""had been breathing the poisonous air of this Struggle for Existence of ours for more than a week,"" beats Sir John Gotch with Gotch's own whip in a fury after the local landowner insolently orders him off his land. Distraught to think (mistakenly) that he has killed a man, he returns to the village to find the vicar's house in flames. Delia, the serving girl, has entered the burning building in an attempt to rescue the angel's violin: this extraordinary act comes as a revelation to the angel. ""Then in a flash he saw it all, saw this grim little world of battle and cruelty, transfigured in a splendour that outshone the Angelic Land, suffused suddenly and insupportably glorious with the wonderful light of Love and Self-Sacrifice."" The angel attempts to rescue Delia, someone seems to see ""two figures with wings"" flash up and vanish among the flames, and a strange music that ""began and ended like the opening and shutting of a door"" suggests that the angel has gone back to where he came from, accompanied by Delia. An epilogue reveals that ""there is nothing beneath"" the two white crosses in Siddermorton cemetery that bear the names of Thomas Angel and Delia Hardy, and that the vicar, who never recovered his aplomb after the angel's departure, died within a year of the fire."	['He never recovered his aplomb after the angel left.', 'In a fire.']	How did the vicar die?
"In 2273, a Starfleet monitoring station, Epsilon Nine, detects an alien force, hidden in a massive cloud of energy, moving through space towards Earth. The cloud destroys three of the Klingon Empire's new K't'inga-class warships and the monitoring station en route. On Earth, the starship Enterprise is undergoing a major refit; her former commanding officer, James T. Kirk, has been promoted to Admiral and works in San Francisco as Chief of Starfleet Operations. Starfleet dispatches Enterprise to investigate the cloud entity as the ship is the only one in intercept range, requiring her new systems to be tested in transit. Kirk takes command of the ship citing his experience, angering Captain Willard Decker, who had been overseeing the refit as its new commanding officer. Testing of Enterprise's new systems goes poorly; two officers, including the science officer, are killed by a malfunctioning transporter, and improperly calibrated engines almost destroy the ship. Kirk's unfamiliarity with the new systems of the Enterprise increases the tension between him and first officer Decker. Commander Spock arrives as a replacement science officer, explaining that while on his home world undergoing a ritual to purge all emotion, he felt a consciousness that he believes emanates from the cloud. Enterprise intercepts the energy cloud and is attacked by an alien vessel within. A probe appears on the bridge, attacks Spock and abducts the navigator, Ilia. She is replaced by a robotic replica, another probe sent by ""V'Ger"" to study the crew. Decker is distraught over the loss of Ilia, with whom he had a romantic history. He becomes troubled as he attempts to extract information from the doppelg채nger, which has Ilia's memories and feelings buried within. Spock takes a spacewalk to the alien vessel's interior and attempts a telepathic mind meld with it. In doing so, he learns that the vessel is V'Ger itself, a living machine. At the center of the massive ship, V'Ger is revealed to be Voyager 6, a 20th-century Earth space probe believed lost. The damaged probe was found by an alien race of living machines that interpreted its programming as instructions to learn all that can be learned, and return that information to its creator. The machines upgraded the probe to fulfill its mission, and on its journey the probe gathered so much knowledge that it achieved consciousness. Spock realizes that V'Ger lacks the ability to give itself a focus other than its original mission; having learned what it could on its journey home, it finds its existence empty and without purpose. Before transmitting all its information, V'Ger insists that the Creator come in person to finish the sequence. Realizing that the machine wants to merge with its creator, Decker offers himself to V'Ger; he merges with the Ilia probe and V'Ger, creating a new form of life that disappears into another dimension. With Earth saved, Kirk directs Enterprise out to space for future missions."	['three']	The cloud destroys how many of the Kingdom Empire's warship?
In a speech before the Polish diet Demetrius asserts his claim to the throne of the czars. He hopes for assistance from Poland. He declares that he is the son of Ivan the Terrible and was not, as reputed, murdered in 1591 as a child, but raised in a cloister and that he afterward was in the service of the Prince of Sendomir. He asserts that he is Czar Demetrius. His impressive speech convinces both the diet and the king. Although a formal resolution is not passed by the diet because of a veto by Prince Sapiehas, Poland goes into battle against Moscow. The Poles desire to oust Boris Godunov with the help of the upstart Demetrius. The forceful spirit behind the attempt is Demetrius' fiancĂŠe Marina, Mnischek's daughter and Czar Ivan's widow. The latter has been banned to a cloister by Godunov and has for years been grieving for her allegedly murdered son when she receives the news that Demetrius is alive, after all. Schiller only indicated the course of the further action. Boris hears about the successes of Demetrius and commits suicide with poison. The new czar is a benevolent ruler until he discovers that his claim to the throne is not legitimate. He is not Ivan's son, but was merely used as a tool by the faction of Godunov opponents. When his mother Marfa is supposed to provide identification, she does not recognize him. Despite the lacking legitimation, Demetrius requests her to recognize him as her son. But Marfa follows her conscience and refuses.	['They desire to oust Boris Godunov.', 'To oust Boris Godunov from being czar.']	What are the Poles desire?
"In the San Fernando Valley during the summer of 1962, protagonist Scott ""Scotty"" Smalls moves to a new town with his mother and stepfather Bill and attempts to join a neighborhood baseball team who plays in a local sandlot. With the help of team captain Benjamin Franklin Rodriguez, known as Benny by the others, Smalls becomes a proficient player. Smalls joins his new friends, Benny Rodriguez, Hamilton 'Ham' Porter, Michael 'Squints' Palledorous, Alan 'Yeah-Yeah' McClennon, Bertram Grover Weeks, Kenny DeNunez, Timmy Timmons and Tommy 'Repeat' Timmons on their many misadventures including being banned from the pool, besting a snooty long-time rival team, and getting sick on one of the rides at an amusement park. He then learns that many of the team's baseballs have ended up in Mr. Mertle's junkyard over the sandlot's back fence, which is protected by a giant dog known as ""The Beast"", who had allegedly eaten a kid foolish enough to enter it. One day, when Benny hits the hide off of the team's last ball, Smalls substitutes one from his stepfather's prized collection. When this ball is also lost over the fence, Smalls reveals that the ball is special. To the team's horror, they learn the ball has Babe Ruth's autograph, making it valuable--something Smalls didn't know when he took it. The team constructs a progressively complex series of machines to recover it remotely, but each attempt ends in failure and the ball itself grows increasingly damaged due to attention from the Beast. While Smalls prepares to face certain discipline from his stepfather for the loss of the signed baseball, Benny has a dream where Babe Ruth encourages him to follow his heart. Inspired by his idol, Benny climbs the fence the next day, resolving to retrieve the ball himself, but he is confronted by the Beast, a large English Mastiff. After recovering the ball, he leads the Beast on a lengthy chase around the neighborhood, which ends with the sandlot fence's collapse, which pins the dog. Overcoming their fear of the dog, Smalls and Benny free the Beast and return the dog to its owner, Mr. Mertle, who reveals that he wasn't the kind of person the team thought he was. Understanding Smalls' predicament with the now-damaged ball, Mr. Mertle reveals himself as a retired Negro League baseball player who knew Babe Ruth personally, and offers him another baseball signed by the entire 1927 Yankees team, including Ruth. Smalls presents the baseball signed by the Murderers' Row to his stepfather, who is impressed by the replacement but still angry that he stole the first ball. Smalls doesn't feel too bad when Bill only grounds him for a week, instead of the rest of his life, and things work out between the two. The sandlot kids continue playing baseball over the summers, joined by the Beast, now known by his real name of Hercules, as the team's mascot. The kids eventually grow up. Yeah-Yeah is shipped off to military school, Bertram gets really into the 60's and is never seen again, Timmy and Tommy become an architect and a contractor, Squints marries Wendy the lifeguard, has 9 kids with her and becomes the owner of the town's drugstore, Ham becomes a professional wrestler known as ""The Great Hambino"", Kenny goes on to play Triple-A (baseball) but doesn't make it to the major leagues and Benny is revealed to have become a star MLB player (earning the nickname ""The Jet""), while Smalls has become a sports announcer. The movie ends with Benny running fast, stealing home plate and winning the pennant for the Los Angeles Dodgers. The crowd cheers. Benny looks up at Smalls in the announcer box and gives him the thumbs up and Smalls gives Kenny the thumbs up, too. Smalls smiles and looks at the photo on the wall of him and the gang standing in the Sandlot together."	['He moved to the San Fernando Valley.', 'San Fernando Valley']	Where did Scotty Smalls move in the summer of 1962?
"In 1998, Los Angeles has become immensely crime-ridden and decadent, ultimately being directly governed and patrolled by the recently created United States Police Force. Two years later, on August 23, 2000, a massive earthquake strikes Los Angeles, the San Fernando Valley floods, and the Los Angeles area turns into an island from Malibu to Anaheim. An American presidential candidate who is also an outspoken theocrat has been saying that L.A. is sinful and has been punished by God. When he is elected President for life, he declares that anyone not conforming to the new ""Moral America"" laws he creates, which ban such things as tobacco, alcoholic beverages, recreational drugs, red meat, firearms, profanity, atheism, freedom of religion and extra-marital sex, will be stripped of their citizenship and deported to Los Angeles Island unless they repent and choose death by electrocution. A containment wall is built around the island, armed guards and watchtowers are posted, and those sent to the island are exiled permanently. In 2013, Cuervo Jones, a Shining Path Peruvian Revolutionary, seduces the President's daughter, Utopia, via a holographic system and brainwashes her into stealing her father's remote control to the ""Sword of Damocles"" super weaponâa series of satellites capable of rendering all electronic devices anywhere on the planet useless. The President intends to use the system to destroy America's enemies' ability to function and eventually dominate the world. While traveling aboard Air Force Three, Utopia leaves the plane in an escape pod and lands on L.A. Island to join with Cuervo. With the satellites under his control, Cuervo promises to take back America with the assistance of an allied invasion force of third world nations that are standing by to attack. Cuervo claims that if the President tries to stop him, he will ""pull the plug"" on the country and black out the capital. Cuervo also knows the secret world code that can knock out power for the entire planet. Snake Plissken is captured for another series of crimes and is scheduled to be exiled to Los Angeles Island. Upon his arrival for deportation, Snake meets the President and is offered the mission of retrieving the weapon. The President says he will give him a full pardon if he is successful. The President indicates he does not care if Utopia is returned or not, declaring her a traitor. To ensure his compliance, Snake is infected with the man-made Plutoxin 7 virus that will kill him within ten hours. If he completes the mission, Snake will be cured. Snake is given an assault rifle, a personal holographic projector, a thermal-camouflage overcoat, and a countdown clock for how long he has to live. Los Angeles is in ruins and a hotbed of crime. Snake sneaks into the city with a mini submarine that he loses when the platform it landed on crumbles, causing the sub to sink. Making his way across the island, Snake meets ""Map to the Stars"" Eddie, a swindler who sells interactive tours of L.A. Snake defeats Cuervo at his staging area of The Happy Kingdom By The Sea in Anaheim and takes the remote control. Snake leaves the island with Utopia and some other Cuervo resistors in a helicopter. Cuervo shoots at it with a rocket launcher just before Eddie kills him, but seeing the incoming rocket, Eddie leaps off the chopper, landing on an awning. The rocket hits the chopper and kills those in the back of the chopper but also causes a fire; Snake and Utopia bail out before it crashes. When the President's men reach the crash site, Snake intentionally hands off the wrong remote to the President while Utopia is taken to the electric chair despite her pleas for forgiveness. The Plutoxin 7 virus is revealed to be nothing more than a fast, hard-hitting case of the flu. The President tries using the satellites to stop a Cuban invasion force threatening Florida. Activating the remote, the President hears only Eddie's ""Map to the Stars"" intro over I Love L.A.. The President orders Snake's execution but Snake previously activated his hologram projector and the Snake that gets shot is an illusion. Snake activates the real control device, entering the world code, against pleas to stop. At the deportation center, Utopia expresses her surprise that Snake shut down the Earth and thus saved her. In the final scene Snake lights a cigarette and blows out the match used to light it, upon which he utters ""Welcome to the human race,"" and the film ends."	['A fast, hard hitting version of the flu.', 'The flu.']	What does the Plutoxin 7 virus turn out to be?
"Bobby Dupea (Jack Nicholson) works in a California oil field (shot in and around the city of Taft in the San Joaquin Valley) with his friend Elton (Billy ""Green"" Bush), who has a wife and baby son. Most of Bobby's time is spent with his waitress girlfriend, Rayette (Karen Black), who has dreams of singing country music, or in the company of Elton, with whom he bowls, gets drunk, and has sex with other women. Bobby has evidently not told Elton that he is a former classical pianist who comes from an eccentric family of musicians. When Rayette is said to have become pregnant and shortly before Elton is arrested for having robbed a gas station a year earlier, Bobby quits his job and leaves for Los Angeles where his sister, Partita (Lois Smith), also a pianist, is making a recording. Partita informs him that their father, from whom Bobby is estranged, has suffered two strokes. She urges Bobby to return to the family home in Washington state, to visit their father. As Rayette has threatened to kill herself if Bobby leaves her, he reluctantly asks her along. Driving north, they pick up two women headed for Alaska, one of whom is obsessed about ""filth"". The four of them are thrown out of a restaurant when Bobby gets into an argument with a waitress who refuses to accommodate his special order. Reaching his destination, Bobby, embarrassed by Rayette's lack of polish, registers her in a motel before proceeding to his family home on an island in Puget Sound. He finds Partita giving their father a haircut, but the old man seems completely oblivious to him. At dinner, Bobby meets Catherine Van Oost (Susan Anspach), a young pianist engaged to his brother, Carl (Ralph Waite), a violinist. Despite personality differences, Catherine and Robert, the name she calls Bobby, become attracted and make love in her room. Rayette runs out of money at the motel and comes to the Dupea estate unannounced. Her presence creates an awkward situation, but when Samia, a pompous family friend, ridicules Rayette, Bobby strongly defends her. Storming from the room in search of Catherine, he discovers his father's male nurse giving Partita a massage. Now more agitated, he picks a senseless fight and is quickly knocked to the floor. Bobby tries to persuade Catherine to go away with him, but she declines, believing he does not love himself, or indeed anything at all. After trying to talk to his unresponsive father, Bobby leaves with Rayette, who makes a playful sexual advance that he angrily rejects. When Rayette goes in for some coffee at a gas station, he gives her his wallet and then abandons her, hitching a ride on a truck headed north."	['He is a violinist.', 'a violinist']	What profession does Bobby's brother Carl have?
"In 1987, Jordan Belfort (Leonardo DiCaprio) procures a job as a Wall Street stockbroker for L.F. Rothschild, employed under Mark Hanna (Matthew McConaughey), who quickly entices him with the sex and drugs-fueled stockbroker culture and teaches him that a stockbroker's only job is to make money for himself. Jordan soon finds his career terminated following Black Monday, and takes a job at a boiler room brokerage firm on Long Island that specializes in penny stocks. Thanks to his aggressive pitching style and the high commissions, Jordan makes a small fortune. Jordan befriends his apartment neighbor Donnie Azoff (Jonah Hill), and the two found their own company. They recruit several of Jordan's friends, whom Jordan trains in the art of the ""hard sell"". The basic method of the firm is a pump and dump scam. To cloak this, Jordan gives the firm the respectable name of ""Stratton Oakmont"". After an exposĂŠ in Forbes, hundreds of ambitious young financiers flock to his company. Jordan becomes immensely successful, and slides into a decadent lifestyle of prostitutes and drugs. He has an affair with a woman named Naomi Lapaglia (Margot Robbie). When his wife Teresa (Cristin Milioti) finds out, they divorce and he marries Naomi, soon having a daughter, Skylar. Meanwhile, the U.S. Securities and Exchange Commission and the FBI begin investigating Stratton Oakmont. Jordan illegally makes $22 million in three hours upon securing the IPO of Steve Madden (Jake Hoffman). This brings him and his firm to the attention of the FBI, mainly agent Patrick Denham (Kyle Chandler). To hide his illegitimate money, Jordan opens a Swiss bank account with corrupt banker Jean-Jacques Saurel (Jean Dujardin) in the name of Naomi's aunt Emma (Joanna Lumley), who is a British national and thus outside the reach of American authorities. He uses the wife and in-laws of his friend Brad Bodnick (Jon Bernthal), who have European passports, to smuggle the cash into Switzerland. Donnie gets into a public brawl with Brad, and while Donnie escapes, Brad is arrested. Jordan also learns from his private investigator (Bo Dietl) that the FBI is wiretapping his phones. Fearing for his son, Jordan's father (Rob Reiner) advises him to leave Stratton Oakmont and lie low while Jordan's lawyer (Jon Favreau) negotiates a deal to keep him out of prison. Jordan, however, cannot bear to quit, and talks himself into staying in the middle of his farewell speech. Jordan, Donnie and their wives are on a yacht trip to Italy when they learn that Aunt Emma has died of a heart attack. Jordan decides to travel to Switzerland immediately to settle the bank account. In order to bypass border controls, he forces his yacht captain to sail to Monaco, and the ship is capsized in a storm. After their rescue, the plane sent to take them to Geneva is destroyed when a seagull flies into the engine. Jordan takes this as a sign from God and decides to sober up. Two years later, the FBI arrests Jordan because Saurel, arrested in Florida on an unrelated charge, has informed on Jordan. Since the evidence against him is overwhelming, Jordan agrees to gather evidence on his colleagues in exchange for leniency. Fed up with Jordan's lifestyle, Naomi tells Jordan she is divorcing him and wants full custody of their children. Jordan loses his mind and tries to run off with Skylar in his car, but ends up crashing it in the driveway. The next morning, Jordan wears a wire to work. Jordan slips Donnie a note warning him about the wire. The FBI discovers the note, and Jordan is arrested for breaching his cooperation deal. The FBI raids and shuts down Stratton Oakmont. Despite this one breach, Jordan receives a reduced sentence for his testimony and serves three years in a minimum security prison. After his release, Jordan makes a living hosting seminars on sales technique."	['A bird flew into the engine.', 'a seagull flies into the engine']	What caused the plane crash that was flying Jordan Belfort to Geneva?
